Tweet;label;Tweet_Parsed
iphone xr rada berat deh tapi untuk kameranya ada effect effect glowing gitu;kamera positif,general negatif;xr rada berat kameranya effect effect glowing
ganyesel deh beli iphone 11 kameranya bagus banget;kamera positif;ganyesel beli kameranya bagus sekali
suka banget iphone 11 pro kamera ultra wide nya;kamera positif;suka sekali kamera ultra wide
resolusinya sih kaya kamera slr;kamera positif;resolusinya kaya kamera slr
kenapa harus bagus banget nih kamera iphone;kamera positif;harus bagus sekali kamera
kameranya bikin jatuh cinta;kamera positif;kameranya jatuh cinta
natural banget nih kamera;kamera positif;natural sekali kamera
iphone makin keatas makin keren kameranya;kamera positif;makin keatas makin keren kameranya
beli iphone karena suka kameranya haha;kamera positif;beli suka kameranya
terlalu natural untuk muka ku yang jerawatan;kamera negatif;natural muka ku jerawatan
kameranya tetep tidak bikin muka glowing;kamera negatif;kameranya tetep tidak muka glowing
biasa aja asli kameranya;kamera negatif;biasa asli kameranya
beli iphone karena kamera doang juga masih banyak kali yang bagus;kamera negatif;beli kamera masih sekali bagus
jatoh pas dibagian kamera langsung pecah;kamera negatif;jatoh dibagian kamera langsung pecah
kameranya terlalu menonjol jadi kalo taro meja kaya tergesek;kamera negatif;kameranya menonjol taro meja kaya tergesek
kamera apa yang beda sih kaya sama aja;kamera negatif;kamera beda kaya
terus aja tambah kameranya sampe 5 banyak bener;kamera negatif;tambah kameranya sampe
biasa aja kameranya;kamera negatif;biasa kameranya
pori pori keliatan banget pake nih kamera;kamera negatif;pori pori keliatan sekali kamera
kok aku merasa tidak boros ya baterainya iphone xr;baterai positif;tidak boros baterainya xr
cepet banget ke isi sih baterainya keren;baterai positif;cepat sekali isi baterainya keren
wah makin irit ya baterainya;baterai positif;wah makin irit baterainya
gila ganyangka baterainya cepet ke isi;baterai positif;sekali ganyangka baterainya cepat isi
wah udah pake sekian lama ternyata baterainya ga boros;baterai positif;wah udah sekian lama baterainya tidak boros
seneng banget charge sebentar langsung penuh;baterai positif;seneng sekali charge sebentar langsung penuh
lebih cepet penuh baterainya daripada iphone dibawah x;baterai positif;lebih cepat penuh baterainya dibawah
ganyangka kirain iphone makin keatas baterainya makin boros ternyata malah irit;baterai positif;ganyangka kirain makin keatas baterainya makin boros malah irit
salut sama baterai iphone xr cepet terisi dan ga boros;baterai positif;salut baterai xr cepat terisi tidak boros
iphone makin canggih dan baterainya pun gabakal dikomen boros lagi haha;baterai positif,general positif;makin canggih baterainya gabakal dikomen boros
kata orang ga boros tapi kok tetep sih;baterai negatif;orang tidak boros tetep
siapa yang bilang ga boros tetep boros tau;baterai negatif;bilang tidak boros tetep boros tau
kesel banget iphone tuh hp terboros ya soal baterai;baterai negatif;kesel sekali tuh terboros baterai
rasanya pingin baterai seirit nokia tapi hp tetep iphone haha boros banget sih asli iphone;baterai negatif;pingin baterai seirit nokia tetep boros sekali asli
terimakasih baterai iphone membuat saya harus membawa charger terus;baterai negatif;terimakasih baterai harus membawa charger
sehari bisa berapa kali charge boros parah;baterai negatif;sehari bisa sekali charge boros parah
sudah setahun kirain bakal irit ternyata makin boros baterainya;baterai negatif;setahun kirain irit makin boros baterainya
fitur bagus, warna lucunya menggiurkan tapi baterai yang harus dipikirkan ketahanannya;baterai negatif,general positif;fitur bagus warna lucunya menggiurkan baterai harus dipikirkan ketahanannya
menurut ku sih ya, udah harga mahal baterai boros lengkap sudah;baterai negatif,harga negatif;ku udah harga mahal baterai boros lengkap
harusnya kalau makin canggih, baterai juga dong daya tahan nya lebih lama;baterai negatif;harusnya makin canggih baterai daya tahan lebih lama
iphone berguna bagi kalangan remaja ya;general positif;berguna kalangan remaja
fitur iphone selalu bikin ketagihan huaaa pgn beli iphone 11;general positif;fitur ketagihan huaaa pgn beli
lucu banget warna warnanya iphone 11 series;general positif;bagus sekali warna warnanya series
semenjak pake iphone 11 pro teman teman ku selalu meminjam untuk foto foto;general positif;semenjak teman teman ku meminjam foto foto
bingung banget mau pilih warna apa bagus semua;general positif;bingung sekali pilih warna bagus
yaAllah beri aku rejeki untuk membeli iphone 11 series pingin warna midnight keren banget;general positif;yaallah rejeki membeli series pingin warna midnight keren sekali
iphone 11 series warna ungu nya lucu banget;general positif;series warna ungu bagus sekali
warna ungu ataupun yang midnight sama sama bagus, tapi jujur midnight lebih keren;general positif;warna ungu midnight bagus jujur midnight lebih keren
kalo udah pake iphone 11 berasa mewah banget deh haha;general positif;udah berasa mewah sekali
buat nonton enak sih layarnya makin gede;general positif;nonton enak layarnya makin besar
rentan banget nih lamalama iphone gampang retak jatoh sekali;general negatif;rentan sekali lamalama gampang retak jatoh sekali
kecewa lebih suka fitur sidik jari daripada face id;general negatif,spesifikasi negatif;kecewa lebih suka fitur sidik jari face id
makin gede aja iphone ditangan ye;general negatif;makin besar ditangan
layarnya gampang retak;general negatif;layarnya gampang retak
kalo udah jatoh rentan banget retak;general negatif;udah jatoh rentan sekali retak
mau pake pelindung juga tetep retak;general negatif;pelindung tetep retak
model nya makin gede;general negatif;model makin besar
kamera makin banyak, model nya itu aja;general negatif,kamera negatif;kamera makin model
tolong modelnya bikin tangan gabisa pegang, gede banget;general negatif;modelnya tangan gabisa pegang besar sekali
sebel banget jatoh langsung lecet pinggirannya;general negatif;kesal sekali jatoh langsung lecet pinggirannya
menurut ku sih sesuai ya harga dengan spesifikasinya;harga positif,spesifikasi positif;ku sesuai harga spesifikasinya
okelah harga segitu buat spesifikasi yang keren gini;harga positif,spesifikasi positif;okelah harga segitu spesifikasi keren
kata orang mahal, tapi menurut ku ya ada harga ada kualitas;harga positif;orang mahal ku harga kualitas
iphone xr ga semahal apa yang gue kira haha;harga positif;xr tidak semahal gue
wajar lah harga segitu, kalo buat wanita kamera nya hey keren banget;harga positif,kamera positif;wajar harga segitu wanita kamera hey keren sekali
iphone xr ga mahal kok, aku beli kayanya ga sampe 10 juta bahkan 9 juta kurang;harga positif;xr tidak mahal beli kayanya tidak sampe juta juta kurang
iphone 11 masih murah sih segitu mah;harga positif;masih murah segitu mah
saya yang sudah lama menjadi iphone user, saat mengetahui harga iphone 11 ya normal emang segitu kan;harga positif;lama pengguna harga normal segitu
ga kaget sih liat harganya, sesuai lah gila sama spec nya;harga positif,spesifikasi positif;tidak kaget liat harganya sesuai sekali spesifikasi
menurut saya wajar aja harga segitu buat iphone x series ataupun 11 series, karena target pasar nya iphone memang segitu;harga positif;wajar harga segitu series series target pasar segitu
jual ginjal ini mah iphone 11 series mahal ya;harga negatif;jual ginjal mah series mahal
harga terjangkau buat yang kaya haha;harga negatif;harga terjangkau kaya
menguras dompet banget ya harganya;harga negatif;menguras dompet sekali harganya
bikin minder harganya;harga negatif;minder harganya
gabisa lebih mahal lagi woy iphone 11? mau beli tapi gila banget harganya;harga negatif;gabisa lebih mahal woy beli sekali sekali harganya
kenapa sih diatas 10 juta mulu harganya;harga negatif;diatas juta mulu harganya
udah canggih, harga ga canggih eh maksudnya mahal banget asli;harga negatif,general positif;udah canggih harga tidak canggih eh maksudnya mahal sekali asli
wah aku kaget melihat harganya, rasa ingin menjadi sultan seketika biar bisa beli;harga negatif;wah kaget harganya ingin sultan seketika biar bisa beli
mahal banget, letak murah nya dari segi apa sih buat yang bilang harganya murah;harga negatif;mahal sekali letak murah segi bilang harganya murah
mana yang bilang harga nya murah, mahal banget woy gabisa liat ya;harga negatif;bilang harga murah mahal sekali woy gabisa liat
spesifikasinya bagus tapi harga bikin kantong kering terimakasih;spesifikasi positif,harga negatif;spesifikasinya bagus harga kantong kering terimakasih
layarnya lebar banget jadi kalo main game enak;spesifikasi positif;layarnya lebar sekali main game enak
jelas banget sih ini layarnya mulus banget dan jernih banget kalo lagi nonton kaya lagi nonton bioskop;spesifikasi positif;jelas sekali layarnya mulus sekali jernih sekali nonton kaya nonton bioskop
suara jernih banget sih, kalo dengerin lagu kaya bass nya kerasa banget keren;spesifikasi positif;suara jernih sekali dengerin lagu kaya bass kerasa sekali keren
keren banget bisa mode gelap gitu;spesifikasi positif;keren sekali bisa mode gelap
sistem operasinya tidak diragukan lagi, jadi ga lemot kalo main game;spesifikasi positif;sistem operasinya tidak diragukan tidak lambat main game
spesifikasi nya lancar sih kalo lagi menjalankan usaha online;spesifikasi positif;spesifikasi lancar menjalankan usaha online
aku kira spesifikasinya bakal sama terus, ternyata ada aja yang bikin seneng buat punya iphone ini;spesifikasi positif;spesifikasinya seneng
gapernah kerasa lemot buka tutup antar aplikasi;spesifikasi positif;gapernah kerasa lambat buka tutup aplikasi
gapernah ragu sama spesifikasinya;spesifikasi positif;gapernah ragu spesifikasinya
masa udah gabisa pake headset yang colok, harus airpods bluetooth;spesifikasi negatif;udah gabisa headset colok harus airpods bluetooth
iphone x series ataupun 11 series udah face id terus, padahal masih suka sidik jari;spesifikasi negatif;series series udah face id masih suka sidik jari
selalu berasa kurang woy pake ram nya, langsung penuh padahal kaya baru dikit install aplikasi nya;spesifikasi negatif;berasa kurang woy ram langsung penuh kaya dikit install aplikasi
jadi aneh ketika udah gaada tombol tengah nya;spesifikasi negatif;aneh udah tidak tombol
kemana woy lubang headset nya;spesifikasi negatif;kemana woy lubang headset
gini deh kalo memori cuman internal doang, langsung penuh;spesifikasi negatif;memori cuman internal langsung penuh
harga makin mahal, harusnya mendukung 5g biar nanti kalo indonesia udah masuk 5g kan ga perlu ganti hp terus;spesifikasi negatif,harga negatif;harga makin mahal harusnya mendukung g biar indonesia udah masuk g tidak ganti
spesifikasi nya biasa aja, belum bikin wah;spesifikasi negatif;spesifikasi biasa belum wah
harusnya fitur makin bertambah, malah ada yang dikurangin dan diganti malah jadi gimana gitu;spesifikasi negatif;harusnya fitur makin bertambah malah dikurangin diganti malah gimana
memori RAM nya sih yang bikin maju mundur buat beli, merasa kurang;spesifikasi negatif;memori ram maju mundur beli kurang
suka banget ih sama kameranya iphone x bagus banget aku jadi glowing glowing manja gitu;kamera positif;suka sekali kameranya bagus sekali glowing glowing manja
iphone 11 bagus sih kameranya cocok banget buat gua kalo mau hunting foto;kamera positif;bagus kameranya cocok sekali hunting foto
iphone x cuma 2716 mAh tapi harganya sampe 10 juta lebih gak cocok banget sih;baterai negatif,harga negatif;cuma mah harganya sampe juta lebih tidak cocok sekali
RAM 3 GB doang nyesel beli iphone x gak bisa dipake buat main CODM;spesifikasi negatif;ram gb menyesal beli tidak bisa main codm
kalo gua sih tim iphone lah, bentuknya bagus aestetik, kameranya juga bagus gak kayak sumsang;general positif,kamera positif;tim bentuknya bagus aestetik kameranya bagus tidak kayak sumsang
denger denger sumsang sering meledak, ya iyalah kualitas sumsang mah gak ada apa apanya dibanding iphone x lebih bagus diliat dari segala aspek juga;general positif;denger denger sumsang meledak iyalah kualitas sumsang mah tidak apanya dibanding lebih bagus diliat aspek
semenjak pake iphone 11 gaya dikit langsung cekrek, kameranya emang terbaik sih ini;kamera positif;semenjak gaya dikit langsung cekrek kameranya terbaik
haha iya sih iphone kameranya emang terbaik tapi gak suka sama baterainya yang cepet abis;kamera positif,baterai negatif;iya kameranya terbaik tidak suka baterainya cepat abis
gila sih gak nyangka banget aku dibeliin iphone 11 sama bebeb warnanya ungu gitu lagi kan lucu suka deh;general positif;sekali tidak nyangka sekali dibeliin bebeb warnanya ungu bagus suka
kalo diliat dari spesifikasinya yang bagus gini mah harganya masih normal sih, terbaik lah iphone 11;spesifikasi positif,harga positif;diliat spesifikasinya bagus mah harganya masih normal terbaik
dulu sebelum pake iphone gak pernah masuk fyp di tiktok, sekarang pake iphone langsung fyp emang kameranya bagus bisa memunculkan kecantikan sejati aku;kamera positif;tidak masuk fyp tiktok langsung fyp kameranya bagus bisa memunculkan kecantikan sejati
kurang suka sama iphone soalnya harganya mahal walaupun spesifikasinya bagus;harga negatif,spesifikasi positif;kurang suka harganya mahal walaupun spesifikasinya bagus
guys kalo kalian mau tau saya ngerekam pake kamera apa saya itu cuma pake kamera dari iphone 11 guys, beli deh kameranya bagus banget;kamera positif;tau ngerekam kamera cuma kamera beli kameranya bagus sekali
masih bahas tentang iphone nih, kenapa gua suka banget iphone karena baterainya itu awet bagus banget guys cocok buat yang suka main hp seharian;baterai positif;masih bahas suka sekali baterainya awet bagus sekali cocok suka main seharian
halah anak iphone apa sih bagusnya iphone gue gak suka kameranya jelek, gak suka harganya mahal, gak suka bentuknya jelek ngikutin samsung, gak suka baterainya juga jelek, spesifikasinya apalagi duh gak suka deh;kamera negatif,harga negatif,general negatif,baterai negatif,spesifikasi negatif;halah anak bagusnya gue tidak suka kameranya jelek tidak suka harganya mahal tidak suka bentuknya jelek ngikutin samsung tidak suka baterainya jelek spesifikasinya tidak suka
iphone speakernya jelek ah gak suka kresek kresek gitu;general negatif;speakernya jelek ah tidak suka kresek kresek
apaan nih iphone ih benci banget sama hp kayak gini masa chargernya baru sebulan udah rusak;baterai negatif;benci sekali kayak chargernya sebulan udah rusak
itu mah lu aja yang gak bisa ngerawat bro iphone gua chargernya bagus tuh malah awet juga;baterai positif;mah tidak bisa ngerawat chargernya bagus tuh malah awet
iphone hp berkelas, kameranya terbaik suka banget deh banyak juga youtuber yang pake iphone;kamera positif;berkelas kameranya terbaik suka sekali youtuber
kamera iphone tu bagus banget coy belom pernah kan lu berasa ganteng di foto haha;kamera positif;kamera bagus sekali coy belom berasa ganteng foto
kamera iphone terbaik gak kayak samsung cuih;kamera positif;kamera terbaik tidak kayak samsung cuih
menurut gue iphone itu harganya lumayan mahal sih dan gak sesuai sama spesifikasinya yang kurang bagus;harga negatif,spesifikasi negatif;gue harganya lumayan mahal tidak sesuai spesifikasinya kurang bagus
Layarnya terlalu kecil terus kameranya juga kurang bagus, gagal jadi artis tiktok deh ini mah dasar iphone;general negatif,kamera negatif;layarnya kecil kameranya kurang bagus gagal artis tiktok mah dasar
bun iphone harganya seperti bajingan;harga negatif;bun harganya
iphone baterainya sekarat iphone baterainya sekarat, mati lebih cepat mati lebih cepat;baterai negatif;baterainya sekarat baterainya sekarat mati lebih cepat mati lebih cepat
terbaring tersentak tertawa tertawa dengan air mata mengingat bodohnya harga iphone dan kita yang masih saja beli;harga negatif;terbaring tersentak tertawa tertawa air mata bodohnya harga masih beli
iphone beranjak bangkrut spesifikasi jauh dari seharusnya bagai bintang yang jatuh mati lebih cepat;spesifikasi negatif;beranjak bangkrut spesifikasi seharusnya bintang jatuh mati lebih cepat
speaker iphone menggonggong bak suara anjing bangsat;general negatif;speaker menggonggong bak suara anjing bangsat
bun aku masih tak mengerti iphone harga mahalnya berenang di kepala;harga negatif;bun masih tidak mengerti harga mahalnya berenang kepala
aku masih ada sampai di sini pakai iphone susah setengah mati UI UX nya gak bisa diganti apa ah;general negatif;masih pakai susah mati ui ux tidak bisa diganti ah
aku masih ada sampai di sini pakai iphone lemot setengah mati spesifikasinya parah banget dah;spesifikasi negatif;masih pakai lambat mati spesifikasinya parah sekali
kau memang hp sedikit fitur bolehkah aku banting aja iphone kampret;general negatif;kau sedikit fitur banting kampret
kau memang hp tak kasat rasa masang harga mahal gila iphone gak ngotak;harga negatif;kau tidak kasat masang harga mahal sekali tidak ngotak
tadi pagi aku masih menangis pada iphone yang harganya mahal naudzubillah;harga negatif;pagi masih menangis harganya mahal naudzubillah
katanya mimpiku kan terwujud tapi fitur iphone itu mimpi buruk;general negatif;mimpiku terwujud fitur mimpi buruk
sempat berpikir masih bermimpi bertahun berlanjut pakai iphone warna mu yang memudar saksinya akhirnya aku ganti aja jelek amat sih ini iphone;general negatif;berpikir masih bermimpi bertahun berlanjut pakai warna memudar saksinya ganti jelek
Lah ini RAM segini doang seriusan iphone nih jelek banget mending advan dah;spesifikasi negatif;ram segini seriusan jelek sekali lebih baik advan
iphone harga doang mahal jemput cewe depan gang;harga negatif;harga mahal jemput cewe gang
seriusan nih gak ada memori eksternalnya ya ampun hp macam apa ini buruk sekali;spesifikasi negatif;seriusan tidak memori eksternalnya ampun buruk sekali
iphone 11 ni hp apa dumbell sih gua pake tiga hari bicep gua gede berat amat ah jelek;general negatif;dumbell bicep besar berat ah jelek
ukurannya kegedan coy gak bisa masuk saku jelek banget dah ni hp;general negatif;ukurannya kegedan coy tidak bisa masuk saku jelek sekali
hp jaman sekarang mah harusnya ada pemindai sidik jarinya lah ini iphone kok gak ada jelek banget dah;spesifikasi negatif;jaman mah harusnya pemindai sidik jarinya tidak jelek sekali
sekarang jamannya 5g boss iphone masa belom 5g sih kuno cacat;spesifikasi negatif;jamannya g boss belom g kuno cacat
port buat headset gak ada di iphone jelek banget dah mending balik pake walkman;spesifikasi negatif;port headset tidak jelek sekali lebih baik walkman
iphone kameranya penuh kepalsuan penipu munafik calon penghuni neraka bakar aja ni hp;kamera negatif;kameranya penuh kepalsuan penipu munafik calon penghuni neraka bakar
iphone gak cocok buat foto jarak dekat jadi fotonya harus dari jauh udah kayak hubungan kita yang jauh;kamera negatif;tidak cocok foto jarak fotonya harus udah kayak hubungan
pada lebay banget sih sama kamera iphone padahal gitu doang biasa aja malah menurut gue kurang;kamera negatif;lebay sekali kamera biasa malah gue kurang
iphone kameranya gak bagus di tempat gelap gan;kamera negatif;kameranya tidak bagus gelap gan
iphone 11 bagus nih lucu warnanya;general positif;bagus bagus warnanya
bagus sih lucu juga warnanya iphone 11;general positif;bagus bagus warnanya
lucu banget bagus suka sama warna iphone 11;general positif;bagus sekali bagus suka warna
bentuknya bagus suka sama bentuk iphone;general positif;bentuknya bagus suka bentuk
speaker nya mantap coy suaranya jernih keren iphone;general positif;speaker mantap coy suaranya jernih keren
layarnya jernih cocok buat nonton anime pake iphone;general positif;layarnya jernih cocok nonton anime
suka deh sama warna iphone x;general positif;suka warna
termasuk murah sih harga iphone mah sesuai sama kualitas;harga positif;murah harga mah sesuai kualitas
kualitas bagus harganya ya sesuai lah untuk iphone;harga positif;kualitas bagus harganya sesuai
bagi gua sih iphone murah ya kualitas juga oke jadi harganya pas lah;harga positif;murah kualitas oke harganya
harga iphone emang udah paling pas;harga positif;harga udah
murah kok harganya cuma nabung 3 bulan juga udah kebeli iphone;harga positif;murah harganya cuma nabung udah kebeli
kualitas oke harga juga pas mantap iphone;harga positif;kualitas oke harga mantap
cari hp berkualitas dan harga terjangkau ya iphone;harga positif;cari berkualitas harga terjangkau
ayo buruan beli iphone mumpung harganya murah haha;harga positif;buruan beli mumpung harganya murah
pas kok harga sama kualitas kalo untuk iphone;harga positif;harga kualitas
ram bagus cpu bagus iphone mantap;spesifikasi positif;ram bagus cpu bagus mantap
cpu bagus nih iphone;spesifikasi positif;cpu bagus
iphone spesifikasinya bagus sih enak pakenya;spesifikasi positif;spesifikasinya bagus enak pakenya
butuh spek bagus buat hp ya iphone;spesifikasi positif;butuh spek bagus
mau hp spek bagus ya jelas iphone;spesifikasi positif;spek bagus jelas
spesifikasi iphone bagus banget terbaik;spesifikasi positif;spesifikasi bagus sekali terbaik
hp yang speknya bagus ya iphone lah;spesifikasi positif;speknya bagus
iphone speknya lebih bagus daripada samsung;spesifikasi positif;speknya lebih bagus samsung
iphone speknya bagus gak kayak hp lain;spesifikasi positif;speknya bagus tidak kayak
kamera iphone burem mending dslr;kamera negatif;kamera burem lebih baik dslr
kamera iphone susah fokus jelek ah;kamera negatif;kamera susah fokus jelek ah
beli iphone karena kameranya tapi ternyata bikin kecewa;kamera negatif;beli kameranya kecewa
kamera iphone mah jelek;kamera negatif;kamera mah jelek
bagus baterai nya awet nih iphone;baterai positif;bagus baterai awet
baterainya awet kok bagus juga iphone;baterai positif;baterainya awet bagus
baterai iphone awet kayak baterai abc;baterai positif;baterai awet kayak baterai abc
baterai bisa seharian kok bagus iphone;baterai positif;baterai bisa seharian bagus
baterai terbaik ya iphone;baterai positif;baterai terbaik
baterai bagus dan awet ya cuma iphone;baterai positif;baterai bagus awet cuma
baterai awet nan bagus emang iphone doang sih;baterai positif;baterai awet nan bagus
iphone emang baterainya terbaik sih;baterai positif;baterainya terbaik
iphone baterai ampas cepet abis;baterai negatif;baterai ampas cepat abis
iphone baterainya kayak tai;baterai negatif;baterainya kayak tai
baterai iphone kayak anjing;baterai negatif;baterai kayak anjing
baterai iphone bangsat anjing tai babi;baterai negatif;baterai bangsat anjing tai
baterai iphone boros bangsat;baterai negatif;baterai boros bangsat
ukurannya ideal banget jadi enak pas digenggam;general positif;ukurannya ideal sekali enak digenggam
cakep banget warna hp nya;general positif;bagus sekali warna
layar nya enak dan nyaman buat nonton film atau youtube;general positif;layar enak nyaman nonton film youtube
buat main oke banget sih desainnya;general positif;main oke sekali desainnya
desain iphone 11 ini emang bagus banget pantes banyak peminat;general positif;desain bagus sekali pantes peminat
warna hitam nya cool banget;general positif;warna hitam cool sekali
bisa dibilang iphone 11 ini ideal banget dari desain dan fitur nya;general positif;bisa dibilang ideal sekali desain fitur
pilihan warna nya sangat menarik sampai bingung memilihnya;general positif;pilihan warna sangat menarik bingung memilihnya
desain nya premium banget saya suka;general positif;desain premium sekali suka
bentuknya desainnya bagus banget simpel tapi keren;general positif;bentuknya desainnya bagus sekali simpel keren
hp nya lumayan berat jadi gak bisa main permainan terlalu lama;general negatif;lumayan berat tidak bisa main permainan lama
masalah iphone 11 tuh hp nya agak berat ya;general negatif;masalah tuh agak berat
agak kurang sih menurut saya layar nya;general negatif;agak kurang layar
menurut saya kegedean sih layarnya;general negatif;kegedean layarnya
ukurannya gede jadi gak bisa masuk saku;general negatif;ukurannya besar tidak bisa masuk saku
menyesal beli iphone 11 sebab super berat untuk tangan saya;general negatif;menyesal beli super berat tangan
desain hp nya mengkilap jadi gampang keliatan kalau ada lecet;general negatif;desain mengkilap gampang keliatan lecet
poni di atas layar mengganggu banget;general negatif;poni layar mengganggu sekali
lebih suka android dah daripada iphone;general negatif;lebih suka android
iphone tuh terlalu eksklusif jadi susah nyambung kemanamana ga kaya android;general negatif;tuh eksklusif susah nyambung kemanamana tidak kaya android
wajar sih harga segini karena emang bagus banget;harga positif;wajar harga segini bagus sekali
gak menyesal beli iphone dengan harga segitu;harga positif;tidak menyesal beli harga segitu
harganya wajar itung itung investasi;harga positif;harganya wajar itung itung investasi
asli emang bener hp ini sesuai dengan harganya mantap emang;harga positif;asli sesuai harganya mantap
harga nya setimpal untuk pemakaian jangka lama;harga positif;harga setimpal pemakaian jangka lama
iPhone X kini jauh lebih murah;harga positif;lebih murah
harga iphone x sudah lebih terjangkau;harga positif;harga lebih terjangkau
gue tiap tahun beli iphone tapi isi dompet gue masih aman ko;harga positif;gue beli isi dompet gue masih aman
puas banget sih harga segini apalagi dipake buat bisnis ga lemot;harga positif;puas sekali harga segini bisnis tidak lambat
menurut gue harga iphone tuh sesuai sama kualitasnya;harga positif;gue harga tuh sesuai kualitasnya
harganya lumayan mahal sih untuk rakyat jelata kaya aku;harga negatif;harganya lumayan mahal rakyat jelata kaya
emang mahal sih hp dengan harga segini;harga negatif;mahal harga segini
harganya masih tetap mahal walaupun varian termurah;harga negatif;harganya masih mahal walaupun varian termurah
ga sanggup beli iphone 11 cuma bisa liat ulasannya aja;harga negatif;tidak sanggup beli cuma bisa liat ulasannya
nabung satu abad baru bisa beli iphone 11;harga negatif;nabung abad bisa beli
harga iphone x sulit diterima akal;harga negatif;harga sulit diterima akal
iphone 11 masih kemahalan banget padahal kualitasnya gak jauh beda sama iphone x;harga negatif;masih kemahalan sekali kualitasnya tidak beda
harganya mahal bikin ciut untuk membeli;harga negatif;harganya mahal ciut membeli
salah satu kelemahannya adalah harganya yang sangat mahal;harga negatif;salah kelemahannya harganya sangat mahal
kapan lagi coba gua jual ginjal demi boba alias iphone11;harga negatif;coba jual ginjal boba alias
speknya mantap banget main pubg ga lemot;spesifikasi positif;speknya mantap sekali main pubg tidak lambat
sistem operasinya bagus banget;spesifikasi positif;sistem operasinya bagus sekali
speknya bagus jadi enak banget buat main game dan buat kerja;spesifikasi positif;speknya bagus enak sekali main game kerja
suka banget ios pasti premium kualitasnya;spesifikasi positif;suka sekali ios premium kualitasnya
puas banget sistem operasinya lebih kencang dan bebas hambatan;spesifikasi positif;puas sekali sistem operasinya lebih kencang bebas hambatan
operasinya lancar banget membantu bisnis saya;spesifikasi positif;operasinya lancar sekali membantu bisnis
sistem operasi nya nyaman banget dipake dan ga lemot;spesifikasi positif;sistem operasi nyaman sekali tidak lambat
selalu lancar jaya dan nyaman banget gak pernah lemot;spesifikasi positif;lancar jaya nyaman sekali tidak lambat
performa iphone x mumpuni banget gak usah diragukan lagi;spesifikasi positif;performa mumpuni sekali tidak diragukan
spesifikasi iphone x lebih unggul dari segi performa;spesifikasi positif;spesifikasi lebih unggul segi performa
kecewa karena gak ada pemindai sidik jari;spesifikasi negatif;kecewa tidak pemindai sidik jari
RAM kecil banget kapasitasnya;spesifikasi negatif;ram kecil sekali kapasitasnya
ya sayangnya kaga ada memori eksternal;spesifikasi negatif;sayangnya kaga memori eksternal
kecewa banget beberapa fitur dihilangkan oleh iphone;spesifikasi negatif;kecewa sekali fitur dihilangkan
kenapa kalo mau upgrade storage di icloud harus bayar;spesifikasi negatif;upgrade storage icloud harus bayar
gaada tempat buat sd card ga kaya android;spesifikasi negatif;tidak sd card tidak kaya android
ribet banget harus pake splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;spesifikasi negatif;ribet sekali harus splitter gabisa charge dengerin lagu bersamaan
kenapa sih pemindai sidik jarinya diilangin padahal hari gini kan pake masker mulu jadi ribet kalo pake pemindai wajah;spesifikasi negatif;pemindai sidik jarinya diilangin masker mulu ribet pemindai wajah
sumpah ya kenapa iphone tuh ukuran RAM nya segede semut;spesifikasi negatif;tuh ukuran ram segede semut
tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;spesifikasi negatif;tibatiba disuruh install aplikasi absen sekolah gabisa ram kecil
kamera nya cepet banget autofokus keren banget deh;kamera positif;kamera cepat sekali autofokus keren sekali
hasil fotonya lebih bagus daripada versi sebelumnya;kamera positif;hasil fotonya lebih bagus versi
keren deh kamera nya walaupun minim cahaya tetep memuaskan banget hasil fotonya terang dan jelas;kamera positif;keren kamera walaupun minim cahaya tetep memuaskan sekali hasil fotonya terang jelas
Wow bisa bikin video keren pake kamera depan;kamera positif;wow bisa video keren kamera
hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;kamera positif;hasil foto kamera bagus sekali kaya kamera dslr
kamera nya keren abis;kamera positif;kamera keren abis
buat foto jarak jauh mantap banget ga burem sama sekali;kamera positif;foto jarak mantap sekali tidak burem sekali
kalo soal kamera gak usah ragu lagi sama iphone;kamera positif;kamera tidak ragu
hasil foto udah kaya pake kamera level profesional;kamera positif;hasil foto udah kaya kamera level profesional
kameranya super bagus hasilnya kaya dilihat pake mata langsung;kamera positif;kameranya super bagus hasilnya kaya mata langsung
kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;kamera negatif;foto jarak kurang bagus lensa kamera
banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;kamera negatif;ngeluh bentuk kamera kaya minuman bubble milk tea
ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;kamera negatif;ribet foto harus filter hasilnya realistis gue keliatan jeleknya
gampang lecet kamera nya;kamera negatif;gampang lecet kamera
kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera negatif;kamera ip tuh hasil fotonya tuh warnanya lebih kuning aneh
hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;kamera negatif;hasil foto kurang bagus tidak cahaya matahari
bagusan kamera samsung kemanamana daripada iphone x;kamera negatif;bagusan kamera samsung kemanamana
kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera negatif;kamera swafoto kurang mantap autofokusnya
