Tweet;label
kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera negatif
hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;kamera negatif
bagusan kamera samsung kemanamana daripada iphone x;kamera negatif
kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera negatif
tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;kamera negatif
kalo foto didalem ruangan hasilnya kurang mantap nih;kamera negatif
mantap deh baterai nya lebih hemat dari versi sebelumnya;baterai positif
pas awal pake tuh baterai hemat banget bisa tahan seharian;baterai positif
baterainya tahan lama banget;baterai positif
baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai positif
lumayan awet sih baterenya dipake main pubg berjam jam;baterai positif
gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;baterai positif
baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterai positif
enaknya ip11 tuh pas charge lumayan cepet penuh nya;baterai positif
kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;baterai positif
baterenya awet sih ga cepet kembung gitu;baterai positif
sumpah ya charge hp lama banget keburu gajah bertelur;baterai negatif
lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;baterai negatif
makin lama dipake makin cepet habis baterainya;baterai negatif
menurut aku baterai nya kurang awet;baterai negatif
pengisian baterai hp tergolong lama;baterai negatif
baterai nya ga bisa dicopot;baterai negatif
satu hal yang agak mengecewakan adalah baterainya yang kurang awet;baterai negatif
batere iphone tuh jelek banget;baterai negatif
batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;baterai negatif
ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;baterai negatif
wah bagus ini handphone pantas aja banyak yang nungguin;general positif
ga sia sia nungguin banget ip11 rilis keren bgt ternyata;general positif
ukurannya ideal ya ga kegedean;general positif
pilihan warnanya gemes gemes banget;general positif
mewah yang ga lebay gitu nih ip11 asik;general positif
I'm so in love with this phone;general positif
so good for gaming;general positif
saatnya beralih ke ip11, bye handphone lama;general positif
setelah baca baca review nya, hm lumayan juga jadi tertarik nih buat beli;general positif
suka banget sama yang warna hijau, harus punya;general positif
ga suka ah mending beli merk lain aja;general negatif
desainnya masih sama aja kaya yg sebelum sebelumnya bosan;general negatif
kurang suka sama desain nya, masih kegedean, kenapa ga lebih slim;general negatif
buat apasih make iphone, sistem operasinya ribet apalagi buat yg ga biasa pakai;general negatif
upgradenya ga terlalu banyak sih dibanding produk sebelumnya, ga terllau worth sih ya sepertinya;general negatif
yaampun ip11 ga ada charger ga ada earphone nya dong, hft banget;general negatif
kenapa charger dan earphonenya ga include sih, percuma aja spesifikasi mantep, tapi part yg cukup pentingnya ga ada;general negatif
ga pernah tertarik buat beli iphone deh sampai sekarang;general negatif
ip11 biasa aja sih menurut gue, kenapa pada bilang waw banget ya;general negatif
belum minat buat beli nih iphone 11, masih jelek menurut gue;general negatif
harganya affordabe banget buat experience yg luar biasa;harga positif
harganya okelah ya buat spesifikasi kaya gini;harga positif
terjangkau sih menurut gue harganya iphone 11 ini, sesuai sama spec;harga positif
ada harga ada rupa ya coi, bagus sih ini produknya worth it buat harga segitu;harga positif
harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga positif
harganya ga mahal kok utnuk kualitas sebagus ini, kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harga positif
wah harganya cuma segitu? buat kualitas seperti ini? super worth it;harga positif
ini hitungannya harganya masih murah sih untuk produk sebagus ini;harga positif
iphone11, harganya sesuai kok sama spesifikasi dan produknya;harga positif
harganya sesuai sama apa yang bakalan kita dapat, ga nyesel gais;harga positif
Mahal banget sih ini ip11 buat produk kaya begini doang, masih banyak yg lebih murah;harga negatif
ga worth it banget harganya;harga negatif
buat apasih beli iphone mahal mahal, masih banyak produk yg lain yg lebih murah tapi tetap bagus;harga negatif
ini sih terlalu mahal buat handphone doang;harga negatif
ga minat buat beli nih ip11 apalagi harganya selangit;harga negatif
kenapa sih harga produk apple tuh mahal mahal banget;harga negatif
harganya ga affordable, sorry apple;harga negatif
apa harganya gabisa lebih murah ya, sebagus apasih sampai harganya segitu banget;harga negatif
terlalu mahal ini harganya, ga bisa lebih murah apa iphone11;harga negatif
mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;harga negatif
keren juga nih ip11 pake ios terbaru;spesifikasi positif
spesifikasinya asik nyaman buat dipake ngegame;spesifikasi positif
chipset yang ada di ip11 ini bikin performanya jauh lebih enteng dibanding iphone sebelum-sebelumnya;spesifikasi positif
apple processor is better than any android out there;spesifikasi positif
wahh mantap nih spesifikasinya iphone 11;spesifikasi positif
ga heran sih nih iphone11 mantap, toh iosnya make yang terbaru;spesifikasi positif
spesifikasi iphone11 mantap banget bisa dipake buat nyelam dengan aman;spesifikasi positif
suka banget sama spesifikasinya ga nyesel beli;spesifikasi positif
performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;spesifikasi positif
belum ada yang bisa nandingin processor yang dipunya apple;spesifikasi positif
pilihan ram nya dikit banget, harusnya bisa lebih bervariasi;spesifikasi negatif
kenapa ram nya cuma 4gb pengen yang lebih;spesifikasi negatif
spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasi negatif
masa ga ada fitur NFC nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;spesifikasi negatif
belum support 5g masih jelek;spesifikasi negatif
spesifikasinya ga beda jauh sama produk sebelumnya masih biasa aja cenderung jelek;spesifikasi negatif
belum ada fitur buat usb type c huh masih jelek;spesifikasi negatif
masih bnayak yang kurang nih spesifikasinya, belum terlalu oke;spesifikasi negatif
apple ga up to date, masa belum support 5g sih;spesifikasi negatif
yah masih 4g coy, gausah dibeli lah, masih jelek;spesifikasi negatif
wah ancur bgt nih ip11 kameranya auto mulus;kamera positif
suka banget hasil pengambilan kameranya;kamera positif
fitur autofokusnya cakep banget cuy;kamera positif
ip11 ini kameranya aku suka banget, hasilnya bagus;kamera positif
satu satunya alasan gue cinta bgt sama ip11 kameranya waw amazing;kamera positif
fitur night mode nya lumayan bgt dipake buat jepret jepret malem malem;kamera positif
hasil fotonya bagus banget sih, mendukung keestetikan gue;kamera positif
kameranya oke, dipake buat foto dan video bagus;kamera positif
semenjak pake ip11 makin suka selfie deh kameranya bagus haha;kamera positif
ga salah beli nih, kameranya gue suka;kamera positif
jelek banget fitur night mode kamera nya banyak noise;kamera negatif
kameranya jelek kalo mau ngezoom pecah;kamera negatif
ga worth it sih kameranya, mendingan beli produk lain;kamera negatif
kameranya kurang banyak, ga memuaskan;kamera negatif
ah iphone 11 kameranya kurang baik dibanding yg lain;kamera negatif
kamera nya ga terlalu bagus sih, kalo dipake buat moto malam hasilnya jelek;kamera negatif
masih banyak produk lain yang kameranya lebih bagus dari ip11 nih, ga worth sih;kamera negatif
kameranya kalo dipake buat foto indoor dgn pencahayaan yg kurang bad banget sih;kamera negatif
noise banget asli kalo dipake foto indoor malem malem, jelek;kamera negatif
kameranya masih jelek, masih banyak handphone murah yang kameranya good;kamera negatif
the battery is good cukup bertahan;baterai positif
lumayan kuat sih yang ini baterainya untuk intensitas pemakaian yang cukup tinggi;baterai positif
aman sih ini baterainya, apalagi ada teknologi wireless charge;baterai positif
chipsetnya mantap banget jadi bikin iphone 11 hemat baterai;baterai positif
iphone11 ini menggunakan chipset terkuat dan tercepat jadi sangat hemat baterai;baterai positif
buat iphone 11 ini apple udah mengembangkan teknologi khusus yang bisa menekan pengonsumsian baterai jadi sepertinya jauh lebih hemat dari produk sebelumnya;baterai positif
ip11 ini punya teknologi yang bisa menekan penggunaan daya sistem jadi walaupun kapasitasnya sedikit baterainya cukup tahan lama lho;baterai positif
dibandingkan produk sebelumnya, produk apple yang ini baterai nya cukup tahan;baterai positif
akhirnya apple ngembangin teknologi yang bikin baterainya lebih hemat;baterai positif
udah coba pake handphone ini seharian tanpa ngecharge waw juga sama kemampuan konsumsi dayanya yg lebih kecil;baterai positif
boros banget baterainya, masa kudu ngecas berkali kali sih;baterai negatif
harus banget bawa powerbank kemana mana ini mah, baterainya ga oke;baterai negatif
kenapa sih iphone tuh baterainya ga pernah bertahan lama;baterai negatif
baterai nya boros, ga cocok buat orang yang pekerjaannya banyak menggunakan handphone;baterai negatif
ngecharge nya butuh watu lama ini iphone 11;baterai negatif
ga keren banget masa charger bawaannya belum fast charging;baterai negatif
yaelah belum fast charging, lama nih kalo ngecharge pake charger bawaan, masa kudu beli charger yg lain lagi sih;baterai negatif
butuh waku lama buat ngecharge kalo pake charger bawaan, daya nya masih kecil;baterai negatif
udah mahal begini masa chargernya blm fast charging sih, kecewa dah;baterai negatif
kapasitas baterainya masih kalah dibanding produk lain yang lebih murah;baterai negatif
