Tweet;label;Tweet_Parsed
daya tahan baterainya masih jelek, kalah sama samsung;baterai negatif;daya tahan baterainya masih jelek kalah sama samsung
aku ga ngerasa baterai hp ip 11 ini lebih awet dari ip seris lain sih, malah lebih boros;baterai negatif;aku tidak ngerasa baterai   ini lebih awet dari  seris lain  malah lebih boros
baterainya ga tahan dipakai buat seharian harus isi ulang mulu;baterai negatif;baterainya tidak tahan dipakai buat seharian harus isi ulang mulu
dipake buat nge game ga tahan sih baterainya;baterai negatif;digunakan buat nge game tidak tahan  baterainya
ga kuat sih baterainya kalau dipake seharian;baterai negatif;tidak kuat  baterainya kalau digunakan seharian
baterai nya ga kuat dipake lama lama;baterai negatif;baterai  tidak kuat digunakan lama lama
cepet abis baterainya;baterai negatif;cepat abis baterainya
buat spesifikasinya yang keren banget harga ip 11 masih terjangkau si;harga positif;buat spesifikasinya  keren sekali harga  masih terjangkau 
bole sih harga segitu, emang spesifikasi hp nya bagus juga;harga positif,spesifikasi positif;bole  harga segitu memang spesifikasi   bagus juga
harganya masuk akal kok ga mahal, ip kan harganya rata-rata memang segitu;harga positif;harganya masuk akal kok tidak mahal  kan harganya rata rata memang segitu
murah lah segitu mah, secara kan dolar emang mahal di indo;harga positif;murah lah segitu mah secara kan dolar memang mahal di indo
ternyata ip 11 murah, kiarain bakal lebih mahal lagi harganya wkwk;harga positif;ternyata  murah kiarain bakal lebih mahal lagi harganya 
ga mahal sih menurutku secara ada kualitas ada harga;harga positif;tidak mahal  menurutku secara ada kualitas ada harga
ya murah sih menurut gue, soalnya kan emang barang bermerek jadi ya wajar aja;harga positif; murah  menurut gue soalnya kan memang barang bermerek jadi  wajar 
harga iphone 11 murah kok, gue beli ga nyampe 10 juta;harga positif;harga  murah kok gue beli tidak nyampe juta
kirain harganya bakalan mahal banget ternyata engga mahal kok;harga positif;kirain harganya bakalan mahal sekali ternyata engga mahal kok
harganya cukup murah untuk ukuran iphone keluaran terbaru;harga positif;harganya cukup murah untuk ukuran  keluaran terbaru
gila mahal amat harganya, ga sanggup belinya;harga negatif;sekali mahal amat harganya tidak sanggup belinya
harga ip 11 kemahalan, jual ginjal dulu kali ya;harga negatif;harga  kemahalan jual ginjal dulu sekali 
hp buat sultan doang ini mah, mahal bener;harga negatif; buat sultan  ini mah mahal benar
ga setimapal sih menurut gue harganya, kemahalan kalo cuma buat beli hp doang mending beli laptop sekalian;harga negatif;tidak setimapal  menurut gue harganya kemahalan kalau cuma buat beli   lebih baik beli laptop sekalian
mahal banget satu hp doang seharga motor;harga negatif;mahal sekali satu   seharga motor
mahal banget harganya, padahal modelnya keliatan lebih murah dari seris yang lain;harga negatif,general negatif;mahal sekali harganya padahal modelnya keliatan lebih murah dari seris  lain
pengen nangis liat harganya;harga negatif; menginginkan suka liat harganya
barang bermerek mahal ya;harga negatif;barang bermerek mahal 
harganya ga masuk akal, bikin nangis;harga negatif;harganya tidak masuk akal membuat suka
kemahalan sih menurutku, tapi mungkin emang nulai tukar rupiah sama dolar yang bikin tambah mahal;harga negatif;kemahalan  menurutku tapi mungkin memang nulai tukar rupiah sama dolar  membuat tambah mahal
body nya bagus keliatan mewahnya;general positif;body  bagus keliatan mewahnya
layarnya lebar, enak dipake;general positif;layarnya lebar enak digunakan
pilihan warnanya banyak banget, unik dan lucu lucu;general positif;pilihan warnanya banyak sekali unik dan bagus bagus
gemes liat warnanya;general positif;gemes liat warnanya
iphone 11 warna kuning lucu;general positif; warna kuning bagus
gue suka sih sama model ip 11 ini, keliatan fresh dan unik;general positif;gue suka  sama model  ini keliatan fresh dan unik
ip 11 banyak banget pilihan warnanya, bagus semua;general positif; banyak sekali pilihan warnanya bagus semua
hpnya gede tapi enak sih jadinya liat ke layar;general positif;hpnya besar tapi enak  jadinya liat ke layar
hpnya ringan ternyata ga berat-berat banget;general positif;hpnya ringan ternyata tidak berat berat sekali
ternyata bener anti air guys, gue rendem ga kenapa-kenapa;general positif;ternyata benar anti air  gue rendem tidak kenapa kenapa
layarnya jelek banget, rentan retak meskipun ada pelindung layar.;general negatif;layarnya jelek sekali rentan retak meskipun ada pelindung layar 
ga ada yang spesial dari design hpnya, ga begitu beda dari series yang lain;general negatif;tidak ada  spesial dari design hpnya tidak begitu beda dari series  lain
kualitas speakernya jelek amat, padahal hp mahal;general negatif,harga negatif;kualitas speakernya jelek amat padahal  mahal
layarnya gampang retak, harus pake pelindung sih;general negatif;layarnya gampang retak harus menggunakan pelindung 
model hpnya ga unik tuh, modelnya mirip yang seris xr;general negatif;model hpnya tidak unik tuh modelnya mirip  seris xr
model layarnya sama kaya seris lain, kesannya jadi keliatan jadul padahal keluaran baru;general negatif;model layarnya sama kaya seris lain kesannya jadi keliatan jadul padahal keluaran baru
modelnya kaya yang murahan;general negatif;modelnya kaya  murahan
layar bezelnya masih tebel kaya seris yang lama, ga enak liatanya;general negatif;layar bezelnya masih tebel kaya seris  lama tidak enak liatanya
dalam kardusnya cuma ada hp sama kabel doang, buat earpodnya harus beli terpisah;general negatif;dalam kardusnya cuma ada  sama kabel  buat earpodnya harus beli terpisah
warnanya jelek, ga keliatan mewah mirip hp murah;general negatif;warnanya jelek tidak keliatan mewah mirip  murah
layarnya udah ips ternyata, jadi lebih enak liatnya;spesifikasi positif;layarnya udah ips ternyata jadi lebih enak liatnya
spesifikasinya keren, pake chip a13 yang katanya cpu dan gpu ponsel tercepat;spesifikasi positif;spesifikasinya keren menggunakan chip a  katanya cpu dan gpu ponsel tercepat
layarnya udah pake teknologi LiquidRetina LCD, jadinya keliatan lebih tajam dan jelas;spesifikasi positif;layarnya udah menggunakan teknologi liquidretina lcd jadinya keliatan lebih tajam dan jelas
yang terlihat di layar kaya yang nyata banget, sumpah bagus banget ini spesifikasinya;spesifikasi positif; terlihat di layar kaya  nyata sekali  bagus sekali ini spesifikasinya
layarnya lebih sensitif dari seris yang lama, enak banget pakenya;spesifikasi positif;layarnya lebih sensitif dari seris  lama enak sekali pakenya
puas banget beli hp ip 11, walaupun mahal tapi spesifikasinya memuaskan;spesifikasi positif,harga negatif;puas sekali beli   walaupun mahal tapi spesifikasinya memuaskan
layarnya lebar 6,1 inchi jadi enak di pake nonton dan main game;spesifikasi positif;layarnya lebar inchi jadi enak di menggunakan nonton dan main game
audionya pake dolby guys, jadi suaranya jernih;spesifikasi positif;audionya menggunakan dolby  jadi suaranya jernih
kualitas layarnya oke banget, tingkat kecerahannya ga bikin mata sakit walau lama-lama liat layar;spesifikasi positif;kualitas layarnya oke sekali tingkat kecerahannya tidak membuat mata sakit walau lama lama liat layar
gpu nya bagus banget, ngalah grapisnya kenceng;spesifikasi positif;gpu  bagus sekali ngalah grapisnya kenceng
ga ada port buat headset, bikin ribet;spesifikasi negatif;tidak ada port buat headset membuat ribet
ip 11 fitur pengamannya jelek banget, pengitai jari aja ga ada;spesifikasi negatif; fitur pengamannya jelek sekali pengitai jari  tidak ada
ip 11 belom 5g, susah lagi deh nanti kalau di indo udah pada 5g;spesifikasi negatif; belom g susah lagi  nanti kalau di indo udah pada g
RAM nya ga ada yange lebih gede kah, dikit amat kasihnya, padahal hp mahal;spesifikasi negatif,harga negatif;ram  tidak ada yange lebih besar  dikit amat kasihnya padahal  mahal
belum bisa 5g hpnya, padahal harganya ga murah loh;spesifikasi negatif,harga negatif;belum bisa g hpnya padahal harganya tidak murah loh
ga ada radionya wkwk, dari dulu biasa denger radio jadi ga bisa deh gara-gara ganti hp;spesifikasi negatif;tidak ada radionya  dari dulu biasa denger radio jadi tidak bisa  gara gara ganti 
memori RAM nya kecil banget, gabisa pake banyak app sekaligus;spesifikasi negatif;memori ram  kecil sekali gabisa menggunakan banyak aplikasi sekaligus
layarnya masih pake IPS, ga setajam dan secerah OLED;spesifikasi negatif;layarnya masih menggunakan ips tidak setajam dan secerah oled
tidak mendukung buat pake headset nih, ga ada portnya jadi memang harus beli earpod;spesifikasi negatif;tidak mendukung buat menggunakan headset  tidak ada portnya jadi memang harus beli earpod
kecewa sih spesifikasinya ga sekeren yang diharapkan;spesifikasi negatif;kecewa  spesifikasinya tidak sekeren  diharapkan
ganyesel deh beli iphone 11 kameranya bagus banget;kamera positif;ganyesel  beli  kameranya bagus sekali
iphone xr rada berat deh tapi untuk kameranya ada effect effect glowing gitu;kamera positif,general negatif; xr rada berat  tapi untuk kameranya ada effect effect glowing begitu
ganyesel deh beli iphone 11 kameranya bagus banget;kamera positif;ganyesel  beli  kameranya bagus sekali
suka banget iphone 11 pro kamera ultra wide nya;kamera positif;suka sekali   kamera ultra wide 
resolusinya sih kaya kamera slr;kamera positif;resolusinya  kaya kamera slr
kenapa harus bagus banget nih kamera iphone;kamera positif;kenapa harus bagus sekali  kamera 
kameranya bikin jatuh cinta;kamera positif;kameranya membuat jatuh cinta
natural banget nih kamera;kamera positif;natural sekali  kamera
iphone makin keatas makin keren kameranya;kamera positif; makin keatas makin keren kameranya
beli iphone karena suka kameranya haha;kamera positif;beli  karena suka kameranya 
terlalu natural untuk muka ku yang jerawatan;kamera negatif;terlalu natural untuk muka ku  jerawatan
kameranya tetep tidak bikin muka glowing;kamera negatif;kameranya tetep tidak membuat muka glowing
biasa aja asli kameranya;kamera negatif;biasa  asli kameranya
beli iphone karena kamera doang juga masih banyak kali yang bagus;kamera negatif;beli  karena kamera  juga masih banyak sekali  bagus
jatoh pas dibagian kamera langsung pecah;kamera negatif;jatoh saat dibagian kamera langsung pecah
kameranya terlalu menonjol jadi kalo taro meja kaya tergesek;kamera negatif;kameranya terlalu menonjol jadi kalau taro meja kaya tergesek
kamera apa yang beda sih kaya sama aja;kamera negatif;kamera apa  beda  kaya sama 
terus aja tambah kameranya sampe 5 banyak bener;kamera negatif;terus  tambah kameranya sampe banyak benar
biasa aja kameranya;kamera negatif;biasa  kameranya
pori pori keliatan banget pake nih kamera;kamera negatif;pori pori keliatan sekali menggunakan  kamera
kok aku merasa tidak boros ya baterainya iphone xr;baterai positif;kok aku merasa tidak boros  baterainya  xr
cepet banget ke isi sih baterainya keren;baterai positif;cepat sekali ke isi  baterainya keren
wah makin irit ya baterainya;baterai positif;wah makin irit  baterainya
gila ganyangka baterainya cepet ke isi;baterai positif;sekali ganyangka baterainya cepat ke isi
wah udah pake sekian lama ternyata baterainya ga boros;baterai positif;wah udah menggunakan sekian lama ternyata baterainya tidak boros
seneng banget charge sebentar langsung penuh;baterai positif;seneng sekali charge sebentar langsung penuh
lebih cepet penuh baterainya daripada iphone dibawah x;baterai positif;lebih cepat penuh baterainya daripada  dibawah 
ganyangka kirain iphone makin keatas baterainya makin boros ternyata malah irit;baterai positif;ganyangka kirain  makin keatas baterainya makin boros ternyata malah irit
salut sama baterai iphone xr cepet terisi dan ga boros;baterai positif;salut sama baterai  xr cepat terisi dan tidak boros
iphone makin canggih dan baterainya pun gabakal dikomen boros lagi haha;baterai positif,general positif; makin canggih dan baterainya  gabakal dikomen boros lagi 
kata orang ga boros tapi kok tetep sih;baterai negatif;kata orang tidak boros tapi kok tetep 
siapa yang bilang ga boros tetep boros tau;baterai negatif;siapa  bilang tidak boros tetep boros tau
kesel banget iphone tuh hp terboros ya soal baterai;baterai negatif;kesel sekali  tuh  terboros  soal baterai
rasanya pingin baterai seirit nokia tapi hp tetep iphone haha boros banget sih asli iphone;baterai negatif;rasanya pingin baterai seirit nokia tapi  tetep   boros sekali  asli 
terimakasih baterai iphone membuat saya harus membawa charger terus;baterai negatif;terimakasih baterai  membuat saya harus membawa charger terus
sehari bisa berapa kali charge boros parah;baterai negatif;sehari bisa berapa sekali charge boros parah
sudah setahun kirain bakal irit ternyata makin boros baterainya;baterai negatif;sudah setahun kirain bakal irit ternyata makin boros baterainya
fitur bagus, warna lucunya menggiurkan tapi baterai yang harus dipikirkan ketahanannya;baterai negatif,general positif;fitur bagus warna lucunya menggiurkan tapi baterai  harus dipikirkan ketahanannya
menurut ku sih ya, udah harga mahal baterai boros lengkap sudah;baterai negatif,harga negatif;menurut ku   udah harga mahal baterai boros lengkap sudah
harusnya kalau makin canggih, baterai juga dong daya tahan nya lebih lama;baterai negatif;harusnya kalau makin canggih baterai juga  daya tahan  lebih lama
iphone berguna bagi kalangan remaja ya;general positif; berguna bagi kalangan remaja 
fitur iphone selalu bikin ketagihan huaaa pgn beli iphone 11;general positif;fitur  selalu membuat ketagihan huaaa pgn beli  
lucu banget warna warnanya iphone 11 series;general positif;bagus sekali warna warnanya  series
semenjak pake iphone 11 pro teman teman ku selalu meminjam untuk foto foto;general positif;semenjak menggunakan   teman teman ku selalu meminjam untuk foto foto
bingung banget mau pilih warna apa bagus semua;general positif;bingung sekali mau pilih warna apa bagus semua
yaAllah beri aku rejeki untuk membeli iphone 11 series pingin warna midnight keren banget;general positif;yaallah beri aku rejeki untuk membeli  series pingin warna midnight keren sekali
iphone 11 series warna ungu nya lucu banget;general positif; series warna ungu  bagus sekali
warna ungu ataupun yang midnight sama sama bagus, tapi jujur midnight lebih keren;general positif;warna ungu ataupun  midnight sama sama bagus tapi jujur midnight lebih keren
kalo udah pake iphone 11 berasa mewah banget deh haha;general positif;kalau udah menggunakan  berasa mewah sekali  
buat nonton enak sih layarnya makin gede;general positif;buat nonton enak  layarnya makin besar
rentan banget nih lamalama iphone gampang retak jatoh sekali;general negatif;rentan sekali  lamalama  gampang retak jatoh sekali
kecewa lebih suka fitur sidik jari daripada face id;general negatif,spesifikasi negatif;kecewa lebih suka fitur sidik jari daripada face id
makin gede aja iphone ditangan ye;general negatif;makin besar   ditangan 
layarnya gampang retak;general negatif;layarnya gampang retak
kalo udah jatoh rentan banget retak;general negatif;kalau udah jatoh rentan sekali retak
mau pake pelindung juga tetep retak;general negatif;mau menggunakan pelindung juga tetep retak
model nya makin gede;general negatif;model  makin besar
kamera makin banyak, model nya itu aja;general negatif,kamera negatif;kamera makin banyak model  itu 
tolong modelnya bikin tangan gabisa pegang, gede banget;general negatif; modelnya membuat tangan gabisa pegang besar sekali
sebel banget jatoh langsung lecet pinggirannya;general negatif;kesal sekali jatoh langsung lecet pinggirannya
menurut ku sih sesuai ya harga dengan spesifikasinya;harga positif,spesifikasi positif;menurut ku  sesuai  harga dengan spesifikasinya
okelah harga segitu buat spesifikasi yang keren gini;harga positif,spesifikasi positif;okelah harga segitu buat spesifikasi  keren seperti
kata orang mahal, tapi menurut ku ya ada harga ada kualitas;harga positif;kata orang mahal tapi menurut ku  ada harga ada kualitas
iphone xr ga semahal apa yang gue kira haha;harga positif; xr tidak semahal apa  gue kira 
wajar lah harga segitu, kalo buat wanita kamera nya hey keren banget;harga positif,kamera positif;wajar lah harga segitu kalau buat wanita kamera  hey keren sekali
iphone xr ga mahal kok, aku beli kayanya ga sampe 10 juta bahkan 9 juta kurang;harga positif; xr tidak mahal kok aku beli kayanya tidak sampe juta bahkan juta kurang
iphone 11 masih murah sih segitu mah;harga positif; masih murah  segitu mah
saya yang sudah lama menjadi iphone user, saat mengetahui harga iphone 11 ya normal emang segitu kan;harga positif;saya  sudah lama menjadi  pengguna saat mengetahui harga   normal memang segitu kan
ga kaget sih liat harganya, sesuai lah gila sama spec nya;harga positif,spesifikasi positif;tidak kaget  liat harganya sesuai lah sekali sama spesifikasi 
menurut saya wajar aja harga segitu buat iphone x series ataupun 11 series, karena target pasar nya iphone memang segitu;harga positif;menurut saya wajar  harga segitu buat   series ataupun series karena target pasar   memang segitu
jual ginjal ini mah iphone 11 series mahal ya;harga negatif;jual ginjal ini mah  series mahal 
harga terjangkau buat yang kaya haha;harga negatif;harga terjangkau buat  kaya 
menguras dompet banget ya harganya;harga negatif;menguras dompet sekali  harganya
bikin minder harganya;harga negatif;membuat minder harganya
gabisa lebih mahal lagi woy iphone 11? mau beli tapi gila banget harganya;harga negatif;gabisa lebih mahal lagi woy  mau beli tapi sekali sekali harganya
kenapa sih diatas 10 juta mulu harganya;harga negatif;kenapa  diatas juta mulu harganya
udah canggih, harga ga canggih eh maksudnya mahal banget asli;harga negatif,general positif;udah canggih harga tidak canggih eh maksudnya mahal sekali asli
wah aku kaget melihat harganya, rasa ingin menjadi sultan seketika biar bisa beli;harga negatif;wah aku kaget melihat harganya rasa ingin menjadi sultan seketika biar bisa beli
mahal banget, letak murah nya dari segi apa sih buat yang bilang harganya murah;harga negatif;mahal sekali letak murah  dari segi apa  buat  bilang harganya murah
mana yang bilang harga nya murah, mahal banget woy gabisa liat ya;harga negatif;mana  bilang harga  murah mahal sekali woy gabisa liat 
spesifikasinya bagus tapi harga bikin kantong kering terimakasih;spesifikasi positif,harga negatif;spesifikasinya bagus tapi harga membuat kantong kering terimakasih
layarnya lebar banget jadi kalo main game enak;spesifikasi positif;layarnya lebar sekali jadi kalau main game enak
jelas banget sih ini layarnya mulus banget dan jernih banget kalo lagi nonton kaya lagi nonton bioskop;spesifikasi positif;jelas sekali  ini layarnya mulus sekali dan jernih sekali kalau lagi nonton kaya lagi nonton bioskop
suara jernih banget sih, kalo dengerin lagu kaya bass nya kerasa banget keren;spesifikasi positif;suara jernih sekali  kalau dengerin lagu kaya bass  kerasa sekali keren
keren banget bisa mode gelap gitu;spesifikasi positif;keren sekali bisa mode gelap begitu
sistem operasinya tidak diragukan lagi, jadi ga lemot kalo main game;spesifikasi positif;sistem operasinya tidak diragukan lagi jadi tidak lambat kalau main game
spesifikasi nya lancar sih kalo lagi menjalankan usaha online;spesifikasi positif;spesifikasi  lancar  kalau lagi menjalankan usaha online
aku kira spesifikasinya bakal sama terus, ternyata ada aja yang bikin seneng buat punya iphone ini;spesifikasi positif;aku kira spesifikasinya bakal sama terus ternyata ada   membuat seneng buat punya  ini
gapernah kerasa lemot buka tutup antar aplikasi;spesifikasi positif;gapernah kerasa lambat buka tutup antar aplikasi
gapernah ragu sama spesifikasinya;spesifikasi positif;gapernah ragu sama spesifikasinya
masa udah gabisa pake headset yang colok, harus airpods bluetooth;spesifikasi negatif;masa udah gabisa menggunakan headset  colok harus airpods bluetooth
iphone x series ataupun 11 series udah face id terus, padahal masih suka sidik jari;spesifikasi negatif;  series ataupun series udah face id terus padahal masih suka sidik jari
selalu berasa kurang woy pake ram nya, langsung penuh padahal kaya baru dikit install aplikasi nya;spesifikasi negatif;selalu berasa kurang woy menggunakan ram  langsung penuh padahal kaya baru dikit install aplikasi 
jadi aneh ketika udah gaada tombol tengah nya;spesifikasi negatif;jadi aneh ketika udah tidak tombol tengah 
kemana woy lubang headset nya;spesifikasi negatif;kemana woy lubang headset 
gini deh kalo memori cuman internal doang, langsung penuh;spesifikasi negatif;seperti  kalau memori cuman internal  langsung penuh
harga makin mahal, harusnya mendukung 5g biar nanti kalo indonesia udah masuk 5g kan ga perlu ganti hp terus;spesifikasi negatif,harga negatif;harga makin mahal harusnya mendukung g biar nanti kalau indonesia udah masuk g kan tidak perlu ganti  terus
spesifikasi nya biasa aja, belum bikin wah;spesifikasi negatif;spesifikasi  biasa  belum membuat wah
harusnya fitur makin bertambah, malah ada yang dikurangin dan diganti malah jadi gimana gitu;spesifikasi negatif;harusnya fitur makin bertambah malah ada  dikurangin dan diganti malah jadi gimana begitu
memori RAM nya sih yang bikin maju mundur buat beli, merasa kurang;spesifikasi negatif;memori ram    membuat maju mundur buat beli merasa kurang
suka banget ih sama kameranya iphone x bagus banget aku jadi glowing glowing manja gitu;kamera positif;suka sekali  sama kameranya   bagus sekali aku jadi glowing glowing manja begitu
iphone 11 bagus sih kameranya cocok banget buat gua kalo mau hunting foto;kamera positif; bagus  kameranya cocok sekali buat aku kalau mau hunting foto
iphone x cuma 2716 mAh tapi harganya sampe 10 juta lebih gak cocok banget sih;baterai negatif,harga negatif;  cuma mah tapi harganya sampe juta lebih tidak cocok sekali 
RAM 3 GB doang nyesel beli iphone x gak bisa dipake buat main CODM;spesifikasi negatif;ram gb  menyesal beli   tidak bisa digunakan buat main codm
kalo gua sih tim iphone lah, bentuknya bagus aestetik, kameranya juga bagus gak kayak sumsang;general positif,kamera positif;kalau aku  tim  lah bentuknya bagus aestetik kameranya juga bagus tidak kayak sumsang
denger denger sumsang sering meledak, ya iyalah kualitas sumsang mah gak ada apa apanya dibanding iphone x lebih bagus diliat dari segala aspek juga;general positif;denger denger sumsang sering meledak  iyalah kualitas sumsang mah tidak ada apa apanya dibanding   lebih bagus diliat dari segala aspek juga
semenjak pake iphone 11 gaya dikit langsung cekrek, kameranya emang terbaik sih ini;kamera positif;semenjak menggunakan  gaya dikit langsung cekrek kameranya memang terbaik  ini
haha iya sih iphone kameranya emang terbaik tapi gak suka sama baterainya yang cepet abis;kamera positif,baterai negatif; iya   kameranya memang terbaik tapi tidak suka sama baterainya  cepat abis
gila sih gak nyangka banget aku dibeliin iphone 11 sama bebeb warnanya ungu gitu lagi kan lucu suka deh;general positif;sekali  tidak nyangka sekali aku dibeliin  sama bebeb warnanya ungu begitu lagi kan bagus suka 
kalo diliat dari spesifikasinya yang bagus gini mah harganya masih normal sih, terbaik lah iphone 11;spesifikasi positif,harga positif;kalau diliat dari spesifikasinya  bagus seperti mah harganya masih normal  terbaik lah  
dulu sebelum pake iphone gak pernah masuk fyp di tiktok, sekarang pake iphone langsung fyp emang kameranya bagus bisa memunculkan kecantikan sejati aku;kamera positif;dulu sebelum menggunakan  tidak pernah masuk fyp di tiktok sekarang menggunakan  langsung fyp memang kameranya bagus bisa memunculkan kecantikan sejati aku
kurang suka sama iphone soalnya harganya mahal walaupun spesifikasinya bagus;harga negatif,spesifikasi positif;kurang suka sama  soalnya harganya mahal walaupun spesifikasinya bagus
guys kalo kalian mau tau saya ngerekam pake kamera apa saya itu cuma pake kamera dari iphone 11 guys, beli deh kameranya bagus banget;kamera positif; kalau kalian mau tau saya ngerekam menggunakan kamera apa saya itu cuma menggunakan kamera dari   beli  kameranya bagus sekali
masih bahas tentang iphone nih, kenapa gua suka banget iphone karena baterainya itu awet bagus banget guys cocok buat yang suka main hp seharian;baterai positif;masih bahas tentang   kenapa aku suka sekali  karena baterainya itu awet bagus sekali  cocok buat  suka main  seharian
halah anak iphone apa sih bagusnya iphone gue gak suka kameranya jelek, gak suka harganya mahal, gak suka bentuknya jelek ngikutin samsung, gak suka baterainya juga jelek, spesifikasinya apalagi duh gak suka deh;kamera negatif,harga negatif,general negatif,baterai negatif,spesifikasi negatif;halah anak  apa  bagusnya  gue tidak suka kameranya jelek tidak suka harganya mahal tidak suka bentuknya jelek ngikutin samsung tidak suka baterainya juga jelek spesifikasinya apalagi  tidak suka 
iphone speakernya jelek ah gak suka kresek kresek gitu;general negatif; speakernya jelek ah tidak suka kresek kresek begitu
apaan nih iphone ih benci banget sama hp kayak gini masa chargernya baru sebulan udah rusak;baterai negatif;apaan    benci sekali sama  kayak seperti masa chargernya baru sebulan udah rusak
itu mah lu aja yang gak bisa ngerawat bro iphone gua chargernya bagus tuh malah awet juga;baterai positif;itu mah kamu   tidak bisa ngerawat   aku chargernya bagus tuh malah awet juga
iphone hp berkelas, kameranya terbaik suka banget deh banyak juga youtuber yang pake iphone;kamera positif;  berkelas kameranya terbaik suka sekali  banyak juga youtuber  menggunakan 
kamera iphone tu bagus banget coy belom pernah kan lu berasa ganteng di foto haha;kamera positif;kamera  itu bagus sekali coy belom pernah kan kamu berasa ganteng di foto 
kamera iphone terbaik gak kayak samsung cuih;kamera positif;kamera  terbaik tidak kayak samsung cuih
menurut gue iphone itu harganya lumayan mahal sih dan gak sesuai sama spesifikasinya yang kurang bagus;harga negatif,spesifikasi negatif;menurut gue  itu harganya lumayan mahal  dan tidak sesuai sama spesifikasinya  kurang bagus
Layarnya terlalu kecil terus kameranya juga kurang bagus, gagal jadi artis tiktok deh ini mah dasar iphone;general negatif,kamera negatif;layarnya terlalu kecil terus kameranya juga kurang bagus gagal jadi artis tiktok  ini mah dasar 
bun iphone harganya seperti bajingan;harga negatif;bun  harganya seperti 
iphone baterainya sekarat iphone baterainya sekarat, mati lebih cepat mati lebih cepat;baterai negatif; baterainya sekarat  baterainya sekarat mati lebih cepat mati lebih cepat
terbaring tersentak tertawa tertawa dengan air mata mengingat bodohnya harga iphone dan kita yang masih saja beli;harga negatif;terbaring tersentak tertawa tertawa dengan air mata mengingat bodohnya harga  dan kita  masih saja beli
iphone beranjak bangkrut spesifikasi jauh dari seharusnya bagai bintang yang jatuh mati lebih cepat;spesifikasi negatif; beranjak bangkrut spesifikasi jauh dari seharusnya bagai bintang  jatuh mati lebih cepat
speaker iphone menggonggong bak suara anjing bangsat;general negatif;speaker  menggonggong bak suara anjing bangsat
bun aku masih tak mengerti iphone harga mahalnya berenang di kepala;harga negatif;bun aku masih tidak mengerti  harga mahalnya berenang di kepala
aku masih ada sampai di sini pakai iphone susah setengah mati UI UX nya gak bisa diganti apa ah;general negatif;aku masih ada sampai di sini pakai  susah setengah mati ui ux  tidak bisa diganti apa ah
aku masih ada sampai di sini pakai iphone lemot setengah mati spesifikasinya parah banget dah;spesifikasi negatif;aku masih ada sampai di sini pakai  lambat setengah mati spesifikasinya parah sekali 
kau memang hp sedikit fitur bolehkah aku banting aja iphone kampret;general negatif;kau memang  sedikit fitur bolehkah aku banting   kampret
kau memang hp tak kasat rasa masang harga mahal gila iphone gak ngotak;harga negatif;kau memang  tidak kasat rasa masang harga mahal sekali  tidak ngotak
tadi pagi aku masih menangis pada iphone yang harganya mahal naudzubillah;harga negatif;tadi pagi aku masih menangis pada   harganya mahal naudzubillah
katanya mimpiku kan terwujud tapi fitur iphone itu mimpi buruk;general negatif;katanya mimpiku kan terwujud tapi fitur  itu mimpi buruk
sempat berpikir masih bermimpi bertahun berlanjut pakai iphone warna mu yang memudar saksinya akhirnya aku ganti aja jelek amat sih ini iphone;general negatif;sempat berpikir masih bermimpi bertahun berlanjut pakai  warna kamu  memudar saksinya akhirnya aku ganti  jelek amat  ini 
Lah ini RAM segini doang seriusan iphone nih jelek banget mending advan dah;spesifikasi negatif;lah ini ram segini  seriusan   jelek sekali lebih baik advan 
iphone harga doang mahal jemput cewe depan gang;harga negatif; harga  mahal jemput cewe depan gang
seriusan nih gak ada memori eksternalnya ya ampun hp macam apa ini buruk sekali;spesifikasi negatif;seriusan  tidak ada memori eksternalnya  ampun  seperti apa ini buruk sekali
iphone 11 ni hp apa dumbell sih gua pake tiga hari bicep gua gede berat amat ah jelek;general negatif; ini  apa dumbell  aku menggunakan tiga hari bicep aku besar berat amat ah jelek
ukurannya kegedan coy gak bisa masuk saku jelek banget dah ni hp;general negatif;ukurannya kegedan coy tidak bisa masuk saku jelek sekali  ini 
hp jaman sekarang mah harusnya ada pemindai sidik jarinya lah ini iphone kok gak ada jelek banget dah;spesifikasi negatif; jaman sekarang mah harusnya ada pemindai sidik jarinya lah ini  kok tidak ada jelek sekali 
sekarang jamannya 5g boss iphone masa belom 5g sih kuno cacat;spesifikasi negatif;sekarang jamannya g boss  masa belom g  kuno cacat
port buat headset gak ada di iphone jelek banget dah mending balik pake walkman;spesifikasi negatif;port buat headset tidak ada di  jelek sekali  lebih baik balik menggunakan walkman
iphone kameranya penuh kepalsuan penipu munafik calon penghuni neraka bakar aja ni hp;kamera negatif; kameranya penuh kepalsuan penipu munafik calon penghuni neraka bakar  ini 
iphone gak cocok buat foto jarak dekat jadi fotonya harus dari jauh udah kayak hubungan kita yang jauh;kamera negatif; tidak cocok buat foto jarak dekat jadi fotonya harus dari jauh udah kayak hubungan kita  jauh
pada lebay banget sih sama kamera iphone padahal gitu doang biasa aja malah menurut gue kurang;kamera negatif;pada lebay sekali  sama kamera  padahal begitu  biasa  malah menurut gue kurang
iphone kameranya gak bagus di tempat gelap gan;kamera negatif; kameranya tidak bagus di tempat gelap gan
iphone 11 bagus nih lucu warnanya;general positif; bagus  bagus warnanya
bagus sih lucu juga warnanya iphone 11;general positif;bagus  bagus juga warnanya  
