Tweet;label;Tweet_Parsed_1;Tweet_Parsed_2;Tweet_Parsed_3;Tweet_Parsed_4;Tweet_Parsed_5
menurut gue harga iphone tuh sesuai sama kualitasnya;harga positif;menurut gue harga iphone tuh sesuai sama kualitasnya;menurut gue harga iphone tuh sesuai sama kualitasnya;menurut gue harga iphone tuh sesuai sama kualitasnya;menurut gue harga  tuh sesuai sama kualitasnya;turut gue harga  tuh sesuai sama kualitas
harganya lumayan mahal sih untuk rakyat jelata kaya aku;harga negatif;harganya lumayan mahal sih untuk rakyat jelata kaya aku;harganya lumayan mahal sih untuk rakyat jelata kaya aku;harganya lumayan mahal sih untuk rakyat jelata kaya aku;harganya lumayan mahal  untuk rakyat jelata kaya aku;harga lumayan mahal  untuk rakyat jelata kaya aku
emang mahal sih hp dengan harga segini;harga negatif;emang mahal sih hp dengan harga segini;emang mahal sih hp dengan harga segini;emang mahal sih hp dengan harga segini;memang mahal   dengan harga segini;memang mahal   dengan harga gin
harganya masih tetap mahal walaupun varian termurah;harga negatif;harganya masih tetap mahal walaupun varian termurah;harganya masih tetap mahal walaupun varian termurah;harganya masih tetap mahal walaupun varian termurah;harganya masih tetap mahal walaupun varian termurah;harga masih tetap mahal walaupun varian murah
ga sanggup beli iphone 11 cuma bisa liat ulasannya aja;harga negatif;ga sanggup beli iphone 11 cuma bisa liat ulasannya aja;ga sanggup beli iphone 11 cuma bisa liat ulasannya aja;ga sanggup beli iphone 11 cuma bisa liat ulasannya aja;tidak sanggup beli  cuma bisa liat ulasannya ;tidak sanggup beli  cuma bisa liat ulas 
nabung satu abad baru bisa beli iphone 11;harga negatif;nabung satu abad baru bisa beli iphone 11;nabung satu abad baru bisa beli iphone 11;nabung satu abad baru bisa beli iphone 11;nabung satu abad baru bisa beli  ;nabung satu abad baru bisa beli  
harga iphone x sulit diterima akal;harga negatif;harga iphone x sulit diterima akal;harga iphone x sulit diterima akal;harga iphone x sulit diterima akal;harga   sulit diterima akal;harga   sulit terima akal
iphone 11 masih kemahalan banget padahal kualitasnya gak jauh beda sama iphone x;harga negatif;iphone 11 masih kemahalan banget padahal kualitasnya gak jauh beda sama iphone x;iphone 11 masih kemahalan banget padahal kualitasnya gak jauh beda sama iphone x;iphone 11 masih kemahalan banget padahal kualitasnya gak jauh beda sama iphone x; masih kemahalan sekali padahal kualitasnya tidak jauh beda sama  ; masih mahal sekali padahal kualitas tidak jauh beda sama  
harganya mahal bikin ciut untuk membeli;harga negatif;harganya mahal bikin ciut untuk membeli;harganya mahal bikin ciut untuk membeli;harganya mahal bikin ciut untuk membeli;harganya mahal membuat ciut untuk membeli;harga mahal buat ciut untuk beli
salah satu kelemahannya adalah harganya yang sangat mahal;harga negatif;salah satu kelemahannya adalah harganya yang sangat mahal;salah satu kelemahannya adalah harganya yang sangat mahal;salah satu kelemahannya adalah harganya yang sangat mahal;salah satu kelemahannya adalah harganya  sangat mahal;salah satu lemah adalah harga  sangat mahal
kapan lagi coba gua jual ginjal demi boba alias iphone11;harga negatif;kapan lagi coba gua jual ginjal demi boba alias iphone11;kapan lagi coba gua jual ginjal demi boba alias iphone11;kapan lagi coba gua jual ginjal demi boba alias iphone11;kapan lagi coba aku jual ginjal demi boba alias  ;kapan lagi coba aku jual ginjal demi boba alias  
speknya mantap banget main pubg ga lemot;spesifikasi positif;speknya mantap banget main pubg ga lemot;speknya mantap banget main pubg ga lemot;speknya mantap banget main pubg ga lemot;speknya mantap sekali main pubg tidak lemot;speknya mantap sekali main pubg tidak lot
sistem operasinya bagus banget;spesifikasi positif;sistem operasinya bagus banget;sistem operasinya bagus banget;sistem operasinya bagus banget;sistem operasinya bagus sekali;sistem operasi bagus sekali
speknya bagus jadi enak banget buat main game dan buat kerja;spesifikasi positif;speknya bagus jadi enak banget buat main game dan buat kerja;speknya bagus jadi enak banget buat main game dan buat kerja;speknya bagus jadi enak banget buat main game dan buat kerja;speknya bagus jadi enak sekali buat main game dan buat kerja;speknya bagus jadi enak sekali buat main game dan buat kerja
suka banget ios pasti premium kualitasnya;spesifikasi positif;suka banget ios pasti premium kualitasnya;suka banget ios pasti premium kualitasnya;suka banget ios pasti premium kualitasnya;suka sekali ios pasti premium kualitasnya;suka sekali ios pasti premium kualitas
puas banget sistem operasinya lebih kencang dan bebas hambatan;spesifikasi positif;puas banget sistem operasinya lebih kencang dan bebas hambatan;puas banget sistem operasinya lebih kencang dan bebas hambatan;puas banget sistem operasinya lebih kencang dan bebas hambatan;puas sekali sistem operasinya lebih kencang dan bebas hambatan;puas sekali sistem operasi lebih kencang dan bebas hambat
operasinya lancar banget membantu bisnis saya;spesifikasi positif;operasinya lancar banget membantu bisnis saya;operasinya lancar banget membantu bisnis saya;operasinya lancar banget membantu bisnis saya;operasinya lancar sekali membantu bisnis saya;operasi lancar sekali bantu bisnis saya
sistem operasi nya nyaman banget dipake dan ga lemot;spesifikasi positif;sistem operasi nya nyaman banget dipake dan ga lemot;sistem operasi nya nyaman banget dipake dan ga lemot;sistem operasi nya nyaman banget dipake dan ga lemot;sistem operasi  nyaman sekali digunakan dan tidak lemot;sistem operasi  nyaman sekali guna dan tidak lot
selalu lancar jaya dan nyaman banget gak pernah lemot;spesifikasi positif;selalu lancar jaya dan nyaman banget gak pernah lemot;selalu lancar jaya dan nyaman banget gak pernah lemot;selalu lancar jaya dan nyaman banget gak pernah lemot;selalu lancar jaya dan nyaman sekali tidak pernah lemot;selalu lancar jaya dan nyaman sekali tidak pernah lot
performa iphone x mumpuni banget gak usah diragukan lagi;spesifikasi positif;performa iphone x mumpuni banget gak usah diragukan lagi;performa iphone x mumpuni banget gak usah diragukan lagi;performa iphone x mumpuni banget gak usah diragukan lagi;performa   mumpuni sekali tidak usah diragukan lagi;performa   mumpuni sekali tidak usah ragu lagi
spesifikasi iphone x lebih unggul dari segi performa;spesifikasi positif;spesifikasi iphone x lebih unggul dari segi performa;spesifikasi iphone x lebih unggul dari segi performa;spesifikasi iphone x lebih unggul dari segi performa;spesifikasi   lebih unggul dari segi performa;spesifikasi   lebih unggul dari segi performa
kecewa karena gak ada pemindai sidik jari;spesifikasi negatif;kecewa karena gak ada pemindai sidik jari;kecewa karena gak ada pemindai sidik jari;kecewa karena gak ada pemindai sidik jari;kecewa karena tidak ada pemindai sidik jari;kecewa karena tidak ada pindai sidik jari
RAM kecil banget kapasitasnya;spesifikasi negatif;RAM kecil banget kapasitasnya;ram kecil banget kapasitasnya;ram kecil banget kapasitasnya;ram kecil sekali kapasitasnya;ram kecil sekali kapasitas
ya sayangnya kaga ada memori eksternal;spesifikasi negatif;ya sayangnya kaga ada memori eksternal;ya sayangnya kaga ada memori eksternal;ya sayangnya kaga ada memori eksternal; sayangnya kaga ada memori eksternal; sayang kaga ada memori eksternal
kecewa banget beberapa fitur dihilangkan oleh iphone;spesifikasi negatif;kecewa banget beberapa fitur dihilangkan oleh iphone;kecewa banget beberapa fitur dihilangkan oleh iphone;kecewa banget beberapa fitur dihilangkan oleh iphone;kecewa sekali beberapa fitur dihilangkan oleh ;kecewa sekali beberapa fitur hilang oleh 
kenapa kalo mau upgrade storage di icloud harus bayar;spesifikasi negatif;kenapa kalo mau upgrade storage di icloud harus bayar;kenapa kalo mau upgrade storage di icloud harus bayar;kenapa kalo mau upgrade storage di icloud harus bayar;kenapa kalau mau upgrade storage di icloud harus bayar;kenapa kalau mau upgrade storage di icloud harus bayar
gaada tempat buat sd card ga kaya android;spesifikasi negatif;gaada tempat buat sd card ga kaya android;gaada tempat buat sd card ga kaya android;gaada tempat buat sd card ga kaya android;tidak tempat buat sd card tidak kaya android;tidak tempat buat sd card tidak kaya android
ribet banget harus pake splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;spesifikasi negatif;ribet banget harus pake splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;ribet banget harus pake splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;ribet banget harus pake splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;ribet sekali harus menggunakan splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;ribet sekali harus guna splitter soal gabisa charge dan dengerin lagu cara sama
kenapa sih pemindai sidik jarinya diilangin padahal hari gini kan pake masker mulu jadi ribet kalo pake pemindai wajah;spesifikasi negatif;kenapa sih pemindai sidik jarinya diilangin padahal hari gini kan pake masker mulu jadi ribet kalo pake pemindai wajah;kenapa sih pemindai sidik jarinya diilangin padahal hari gini kan pake masker mulu jadi ribet kalo pake pemindai wajah;kenapa sih pemindai sidik jarinya diilangin padahal hari gini kan pake masker mulu jadi ribet kalo pake pemindai wajah;kenapa  pemindai sidik jarinya diilangin padahal hari gini kan menggunakan masker mulu jadi ribet kalau menggunakan pemindai wajah;kenapa  pindai sidik jari diilangin padahal hari gin kan guna masker mulu jadi ribet kalau guna pindai wajah
sumpah ya kenapa iphone tuh ukuran RAM nya segede semut;spesifikasi negatif;sumpah ya kenapa iphone tuh ukuran RAM nya segede semut;sumpah ya kenapa iphone tuh ukuran ram nya segede semut;sumpah ya kenapa iphone tuh ukuran ram nya segede semut;  kenapa  tuh ukuran ram  segede semut;  kenapa  tuh ukur ram  gede semut
tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;spesifikasi negatif;tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;tibatiba disuruh install aplikasi absen sama sekolah tapi di  gabisa soalnya ram  kecil;tibatiba suruh install aplikasi absen sama sekolah tapi di  gabisa soal ram  kecil
kamera nya cepet banget autofokus keren banget deh;kamera positif;kamera nya cepet banget autofokus keren banget deh;kamera nya cepet banget autofokus keren banget deh;kamera nya cepet banget autofokus keren banget deh;kamera  cepat sekali autofokus keren sekali deh;kamera  cepat sekali autofokus keren sekali deh
hasil fotonya lebih bagus daripada versi sebelumnya;kamera positif;hasil fotonya lebih bagus daripada versi sebelumnya;hasil fotonya lebih bagus daripada versi sebelumnya;hasil fotonya lebih bagus daripada versi sebelumnya;hasil fotonya lebih bagus daripada versi sebelumnya;hasil foto lebih bagus daripada versi belum
keren deh kamera nya walaupun minim cahaya tetep memuaskan banget hasil fotonya terang dan jelas;kamera positif;keren deh kamera nya walaupun minim cahaya tetep memuaskan banget hasil fotonya terang dan jelas;keren deh kamera nya walaupun minim cahaya tetep memuaskan banget hasil fotonya terang dan jelas;keren deh kamera nya walaupun minim cahaya tetep memuaskan banget hasil fotonya terang dan jelas;keren deh kamera  walaupun minim cahaya tetep memuaskan sekali hasil fotonya terang dan jelas;keren deh kamera  walaupun minim cahaya tetep muas sekali hasil foto terang dan jelas
Wow bisa bikin video keren pake kamera depan;kamera positif;Wow bisa bikin video keren pake kamera depan;wow bisa bikin video keren pake kamera depan;wow bisa bikin video keren pake kamera depan; bisa membuat video keren menggunakan kamera depan; bisa buat video keren guna kamera depan
hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;kamera positif;hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;hasil foto menggunakan kamera  bagus sekali kaya menggunakan kamera dslr;hasil foto guna kamera  bagus sekali kaya guna kamera dslr
kamera nya keren abis;kamera positif;kamera nya keren abis;kamera nya keren abis;kamera nya keren abis;kamera  keren abis;kamera  keren abis
buat foto jarak jauh mantap banget ga burem sama sekali;kamera positif;buat foto jarak jauh mantap banget ga burem sama sekali;buat foto jarak jauh mantap banget ga burem sama sekali;buat foto jarak jauh mantap banget ga burem sama sekali;buat foto jarak jauh mantap sekali tidak burem sama sekali;buat foto jarak jauh mantap sekali tidak burem sama sekali
kalo soal kamera gak usah ragu lagi sama iphone;kamera positif;kalo soal kamera gak usah ragu lagi sama iphone;kalo soal kamera gak usah ragu lagi sama iphone;kalo soal kamera gak usah ragu lagi sama iphone;kalau soal kamera tidak usah ragu lagi sama ;kalau soal kamera tidak usah ragu lagi sama 
hasil foto udah kaya pake kamera level profesional;kamera positif;hasil foto udah kaya pake kamera level profesional;hasil foto udah kaya pake kamera level profesional;hasil foto udah kaya pake kamera level profesional;hasil foto udah kaya menggunakan kamera level profesional;hasil foto udah kaya guna kamera level profesional
kameranya super bagus hasilnya kaya dilihat pake mata langsung;kamera positif;kameranya super bagus hasilnya kaya dilihat pake mata langsung;kameranya super bagus hasilnya kaya dilihat pake mata langsung;kameranya super bagus hasilnya kaya dilihat pake mata langsung;kameranya super bagus hasilnya kaya dilihat menggunakan mata langsung;kamera super bagus hasil kaya lihat guna mata langsung
kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;kamera negatif;kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;kalau mau foto jarak dekat kurang bagus  lensa kamera ;kalau mau foto jarak dekat kurang bagus  lensa kamera 
banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;kamera negatif;banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;banyak  ngeluh bentuk kamera  kaya minuman bubble milk tea;banyak  ngeluh bentuk kamera  kaya minum bubble milk tea
ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;kamera negatif;ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;ribet  kalau foto menggunakan  harus menggunakan filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;ribet  kalau foto guna  harus guna filter soal hasil terlalu realistis jadi gue liat jelek
gampang lecet kamera nya;kamera negatif;gampang lecet kamera nya;gampang lecet kamera nya;gampang lecet kamera nya;gampang lecet kamera ;gampang lecet kamera 
kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera negatif;kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera ip tuh hasil fotonya tuh warnanya jadi lebih kuning begitu aneh;kamera ip tuh hasil foto tuh warna jadi lebih kuning begitu aneh
hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;kamera negatif;hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;hasil foto  kurang bagus kalau tidak ada cahaya matahari;hasil foto  kurang bagus kalau tidak ada cahaya matahari
bagusan kamera samsung kemanamana daripada iphone x;kamera negatif;bagusan kamera samsung kemanamana daripada iphone x;bagusan kamera samsung kemanamana daripada iphone x;bagusan kamera samsung kemanamana daripada iphone x;bagusan kamera samsung kemanamana daripada  ;bagus kamera samsung kemanamana daripada  
kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera negatif;kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera swafoto  kurang mantap  autofokusnya;kamera swafoto  kurang mantap  autofokusnya
tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;kamera negatif;tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;tingkat eksposur kamera ip kurang sempurna dibandingkan samsung s ;tingkat eksposur kamera ip kurang sempurna banding samsung s 
kalo foto didalem ruangan hasilnya kurang mantap nih;kamera negatif;kalo foto didalem ruangan hasilnya kurang mantap nih;kalo foto didalem ruangan hasilnya kurang mantap nih;kalo foto didalem ruangan hasilnya kurang mantap nih;kalau foto didalem ruangan hasilnya kurang mantap ;kalau foto dalem ruang hasil kurang mantap 
mantap deh baterai nya lebih hemat dari versi sebelumnya;baterai positif;mantap deh baterai nya lebih hemat dari versi sebelumnya;mantap deh baterai nya lebih hemat dari versi sebelumnya;mantap deh baterai nya lebih hemat dari versi sebelumnya;mantap deh baterai  lebih hemat dari versi sebelumnya;mantap deh baterai  lebih hemat dari versi belum
pas awal pake tuh baterai hemat banget bisa tahan seharian;baterai positif;pas awal pake tuh baterai hemat banget bisa tahan seharian;pas awal pake tuh baterai hemat banget bisa tahan seharian;pas awal pake tuh baterai hemat banget bisa tahan seharian;pas awal menggunakan tuh baterai hemat sekali bisa tahan seharian;pas awal guna tuh baterai hemat sekali bisa tahan hari
baterainya tahan lama banget;baterai positif;baterainya tahan lama banget;baterainya tahan lama banget;baterainya tahan lama banget;baterainya tahan lama sekali;baterai tahan lama sekali
baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai positif;baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai  gue masih aman  walaupun digunakan sepuluh jam nonton video;baterai  gue masih aman  walaupun guna puluh jam nonton video
lumayan awet sih baterenya dipake main pubg berjam jam;baterai positif;lumayan awet sih baterenya dipake main pubg berjam jam;lumayan awet sih baterenya dipake main pubg berjam jam;lumayan awet sih baterenya dipake main pubg berjam jam;lumayan awet  baterenya digunakan main pubg berjam jam;lumayan awet  baterenya guna main pubg jam jam
gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;baterai positif;gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;gue tepuk tangan  batere  ada peningkatan dibanding versi sebelumnya;gue tepuk tangan  batere  ada tingkat banding versi belum
baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterai positif;baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterenya tidak seburuk kata orangorang  asal elu pakenya jangan jorok ;baterenya tidak buruk kata orangorang  asal elu pakenya jangan jorok 
enaknya ip11 tuh pas charge lumayan cepet penuh nya;baterai positif;enaknya ip11 tuh pas charge lumayan cepet penuh nya;enaknya ip11 tuh pas charge lumayan cepet penuh nya;enaknya ip11 tuh pas charge lumayan cepet penuh nya;enaknya ip tuh pas charge lumayan cepat penuh ;enak ip tuh pas charge lumayan cepat penuh 
kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;baterai positif;kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;kalau charge  menggunakan charger   sesuai mah pasti cepat penuh koo baterenya;kalau charge  guna charger   sesuai mah pasti cepat penuh koo baterenya
baterenya awet sih ga cepet kembung gitu;baterai positif;baterenya awet sih ga cepet kembung gitu;baterenya awet sih ga cepet kembung gitu;baterenya awet sih ga cepet kembung gitu;baterenya awet  tidak cepat kembung begitu;baterenya awet  tidak cepat kembung begitu
sumpah ya charge hp lama banget keburu gajah bertelur;baterai negatif;sumpah ya charge hp lama banget keburu gajah bertelur;sumpah ya charge hp lama banget keburu gajah bertelur;sumpah ya charge hp lama banget keburu gajah bertelur;  charge  lama sekali keburu gajah bertelur;  charge  lama sekali keburu gajah telur
lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;baterai negatif;lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;lama sekali bisa naik haji dulu sekali yaa nunggu baterai penuh;lama sekali bisa naik haji dulu sekali yaa nunggu baterai penuh
makin lama dipake makin cepet habis baterainya;baterai negatif;makin lama dipake makin cepet habis baterainya;makin lama dipake makin cepet habis baterainya;makin lama dipake makin cepet habis baterainya;makin lama digunakan makin cepat habis baterainya;makin lama guna makin cepat habis baterai
menurut aku baterai nya kurang awet;baterai negatif;menurut aku baterai nya kurang awet;menurut aku baterai nya kurang awet;menurut aku baterai nya kurang awet;menurut aku baterai  kurang awet;turut aku baterai  kurang awet
pengisian baterai hp tergolong lama;baterai negatif;pengisian baterai hp tergolong lama;pengisian baterai hp tergolong lama;pengisian baterai hp tergolong lama;pengisian baterai  tergolong lama;isi baterai  golong lama
baterai nya ga bisa dicopot;baterai negatif;baterai nya ga bisa dicopot;baterai nya ga bisa dicopot;baterai nya ga bisa dicopot;baterai  tidak bisa dicopot;baterai  tidak bisa copot
satu hal yang agak mengecewakan adalah baterainya yang kurang awet;baterai negatif;satu hal yang agak mengecewakan adalah baterainya yang kurang awet;satu hal yang agak mengecewakan adalah baterainya yang kurang awet;satu hal yang agak mengecewakan adalah baterainya yang kurang awet;satu hal  agak mengecewakan adalah baterainya  kurang awet;satu hal  agak kecewa adalah baterai  kurang awet
batere iphone tuh jelek banget;baterai negatif;batere iphone tuh jelek banget;batere iphone tuh jelek banget;batere iphone tuh jelek banget;batere  tuh jelek sekali;batere  tuh jelek sekali
batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;baterai negatif;batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;batere  tidak seawet samsung apalagi sekarang covid sering main  jadi boros sekali;batere  tidak awet samsung apalagi sekarang covid sering main  jadi boros sekali
ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;baterai negatif;ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;tidak awet sekali  kalau gue menggunakan  bisa dua sampe tiga sekali charger dalam sehari;tidak awet sekali  kalau gue guna  bisa dua sampe tiga sekali charger dalam hari
wah bagus ini handphone pantas aja banyak yang nungguin;general positif;wah bagus ini handphone pantas aja banyak yang nungguin;wah bagus ini handphone pantas aja banyak yang nungguin;wah bagus ini handphone pantas aja banyak yang nungguin;wah bagus ini handphone pantas  banyak  nungguin;wah bagus ini handphone pantas  banyak  nungguin
ga sia sia nungguin banget ip11 rilis keren bgt ternyata;general positif;ga sia sia nungguin banget ip11 rilis keren bgt ternyata;ga sia sia nungguin banget ip11 rilis keren bgt ternyata;ga sia sia nungguin banget ip11 rilis keren bgt ternyata;tidak kamu kamu nungguin sekali ip rilis keren sekali ternyata;tidak kamu kamu nungguin sekali ip rilis keren sekali nyata
ukurannya ideal ya ga kegedean;general positif;ukurannya ideal ya ga kegedean;ukurannya ideal ya ga kegedean;ukurannya ideal ya ga kegedean;ukurannya ideal  tidak kegedean;ukur ideal  tidak gede
pilihan warnanya gemes gemes banget;general positif;pilihan warnanya gemes gemes banget;pilihan warnanya gemes gemes banget;pilihan warnanya gemes gemes banget;pilihan warnanya gemes gemes sekali;pilih warna gemes gemes sekali
mewah yang ga lebay gitu nih ip11 asik;general positif;mewah yang ga lebay gitu nih ip11 asik;mewah yang ga lebay gitu nih ip11 asik;mewah yang ga lebay gitu nih ip11 asik;mewah  tidak lebay begitu  ip asik;mewah  tidak lebay begitu  ip asik
I'm so in love with this phone;general positif;I'm so in love with this phone;i'm so in love with this phone;i m so in love with this phone;i m so in love with this ;i m so in love with this 
so good for gaming;general positif;so good for gaming;so good for gaming;so good for gaming;so good untuk gaming;so good untuk gaming
saatnya beralih ke ip11, bye handphone lama;general positif;saatnya beralih ke ip11, bye handphone lama;saatnya beralih ke ip11, bye handphone lama;saatnya beralih ke ip11 bye handphone lama;saatnya beralih ke ip bye handphone lama;saat alih ke ip bye handphone lama
setelah baca baca review nya, hm lumayan juga jadi tertarik nih buat beli;general positif;setelah baca baca review nya, hm lumayan juga jadi tertarik nih buat beli;setelah baca baca review nya, hm lumayan juga jadi tertarik nih buat beli;setelah baca baca review nya hm lumayan juga jadi tertarik nih buat beli;setelah baca baca review  hm lumayan juga jadi tertarik  buat beli;telah baca baca review  hm lumayan juga jadi tarik  buat beli
suka banget sama yang warna hijau, harus punya;general positif;suka banget sama yang warna hijau, harus punya;suka banget sama yang warna hijau, harus punya;suka banget sama yang warna hijau harus punya;suka sekali sama  warna hijau harus punya;suka sekali sama  warna hijau harus punya
ga suka ah mending beli merk lain aja;general negatif;ga suka ah mending beli merk lain aja;ga suka ah mending beli merk lain aja;ga suka ah mending beli merk lain aja;tidak suka ah lebih baik beli merk lain ;tidak suka ah lebih baik beli merk lain 
desainnya masih sama aja kaya yg sebelum sebelumnya bosan;general negatif;desainnya masih sama aja kaya yg sebelum sebelumnya bosan;desainnya masih sama aja kaya yg sebelum sebelumnya bosan;desainnya masih sama aja kaya yg sebelum sebelumnya bosan;desainnya masih sama  kaya  sebelum sebelumnya bosan;desain masih sama  kaya  belum belum bosan
kurang suka sama desain nya, masih kegedean, kenapa ga lebih slim;general negatif;kurang suka sama desain nya, masih kegedean, kenapa ga lebih slim;kurang suka sama desain nya, masih kegedean, kenapa ga lebih slim;kurang suka sama desain nya masih kegedean kenapa ga lebih slim;kurang suka sama desain  masih kegedean kenapa tidak lebih slim;kurang suka sama desain  masih gede kenapa tidak lebih slim
buat apasih make iphone, sistem operasinya ribet apalagi buat yg ga biasa pakai;general negatif;buat apasih make iphone, sistem operasinya ribet apalagi buat yg ga biasa pakai;buat apasih make iphone, sistem operasinya ribet apalagi buat yg ga biasa pakai;buat apasih make iphone sistem operasinya ribet apalagi buat yg ga biasa pakai;buat apasih make  sistem operasinya ribet apalagi buat  tidak biasa pakai;buat apasih make  sistem operasi ribet apalagi buat  tidak biasa pakai
upgradenya ga terlalu banyak sih dibanding produk sebelumnya, ga terllau worth sih ya sepertinya;general negatif;upgradenya ga terlalu banyak sih dibanding produk sebelumnya, ga terllau worth sih ya sepertinya;upgradenya ga terlalu banyak sih dibanding produk sebelumnya, ga terllau worth sih ya sepertinya;upgradenya ga terlalu banyak sih dibanding produk sebelumnya ga terllau worth sih ya sepertinya;upgradenya tidak terlalu banyak  dibanding produk sebelumnya tidak terllau sebanding   sepertinya;upgradenya tidak terlalu banyak  banding produk belum tidak terllau banding   seperti
yaampun ip11 ga ada charger ga ada earphone nya dong, hft banget;general negatif;yaampun ip11 ga ada charger ga ada earphone nya dong, hft banget;yaampun ip11 ga ada charger ga ada earphone nya dong, hft banget;yaampun ip11 ga ada charger ga ada earphone nya dong hft banget;yaampun ip tidak ada charger tidak ada earphone   hft sekali;yaampun ip tidak ada charger tidak ada earphone   hft sekali
