Tweet;Tweet_Parsed;True_Label;Pred_Label
menurut aku baterai nya kurang awet;menurut aku baterai  kurang awet;baterai negatif;baterai negatif
pengisian baterai hp tergolong lama;pengisian baterai  tergolong lama;baterai negatif;baterai negatif
baterai nya ga bisa dicopot;baterai  tidak bisa dicopot;baterai negatif;baterai negatif
satu hal yang agak mengecewakan adalah baterainya yang kurang awet;satu hal  agak mengecewakan adalah baterainya  kurang awet;baterai negatif;baterai negatif
ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;tidak awet sekali  kalau gue menggunakan  bisa dua sampe tiga sekali charger dalam sehari;baterai negatif;baterai negatif
wah bagus ini handphone pantas aja banyak yang nungguin;wah bagus ini handphone pantas  banyak  nungguin;general positif;general positif
ga sia sia nungguin banget ip11 rilis keren bgt ternyata;tidak kamu kamu nungguin sekali ip rilis keren sekali ternyata;general positif;general positif
ukurannya ideal ya ga kegedean;ukurannya ideal  tidak kegedean;general positif;general positif
pilihan warnanya gemes gemes banget;pilihan warnanya gemes gemes sekali;general positif;general positif
I'm so in love with this phone;i m so in love with this ;general positif;general positif
so good for gaming;so good untuk gaming;general positif;general positif
setelah baca baca review nya, hm lumayan juga jadi tertarik nih buat beli;setelah baca baca review  hm lumayan juga jadi tertarik  buat beli;general positif;general positif
suka banget sama yang warna hijau, harus punya;suka sekali sama  warna hijau harus punya;general positif;general positif
kurang suka sama desain nya, masih kegedean, kenapa ga lebih slim;kurang suka sama desain  masih kegedean kenapa tidak lebih slim;general negatif;general negatif
upgradenya ga terlalu banyak sih dibanding produk sebelumnya, ga terllau worth sih ya sepertinya;upgradenya tidak terlalu banyak  dibanding produk sebelumnya tidak terllau sebanding   sepertinya;general negatif;general negatif
ga pernah tertarik buat beli iphone deh sampai sekarang;tidak pernah tertarik buat beli   sampai sekarang;general negatif;general negatif
ip11 biasa aja sih menurut gue, kenapa pada bilang waw banget ya;ip biasa   menurut gue kenapa pada bilang waw sekali ;general negatif;general negatif
belum minat buat beli nih iphone 11, masih jelek menurut gue;belum minat buat beli   masih jelek menurut gue;general negatif;general negatif
ada harga ada rupa ya coi, bagus sih ini produknya worth it buat harga segitu;ada harga ada rupa  coi bagus  ini produknya sebanding it buat harga segitu;harga positif;harga positif
harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga ip sesuai lah  dengan kemampuan  handphone ini bisa tunjukkan;harga positif;harga positif
wah harganya cuma segitu? buat kualitas seperti ini? super worth it;wah harganya cuma segitu buat kualitas seperti ini super sebanding it;harga positif;harga positif
ini hitungannya harganya masih murah sih untuk produk sebagus ini;ini hitungannya harganya masih murah  untuk produk sebagus ini;harga positif;harga positif
ga worth it banget harganya;tidak sebanding it sekali harganya;harga negatif;harga negatif
buat apasih beli iphone mahal mahal, masih banyak produk yg lain yg lebih murah tapi tetap bagus;buat apasih beli  mahal mahal masih banyak produk  lain  lebih murah tapi tetap bagus;harga negatif;harga negatif
ini sih terlalu mahal buat handphone doang;ini  terlalu mahal buat handphone ;harga negatif;harga negatif
ga minat buat beli nih ip11 apalagi harganya selangit;tidak minat buat beli  ip apalagi harganya selangit;harga negatif;harga negatif
kenapa sih harga produk apple tuh mahal mahal banget;kenapa  harga produk  tuh mahal mahal sekali;harga negatif;harga negatif
harganya ga affordable, sorry apple;harganya tidak affordable sorry ;harga negatif;harga negatif
terlalu mahal ini harganya, ga bisa lebih murah apa iphone11;terlalu mahal ini harganya tidak bisa lebih murah apa  ;harga negatif;harga negatif
keren juga nih ip11 pake ios terbaru;keren juga  ip menggunakan ios terbaru;spesifikasi positif;spesifikasi positif
spesifikasinya asik nyaman buat dipake ngegame;spesifikasinya asik nyaman buat digunakan ngegame;spesifikasi positif;spesifikasi positif
apple processor is better than any android out there; processor is lebih baik than any android out there;spesifikasi positif;spesifikasi positif
wahh mantap nih spesifikasinya iphone 11;wahh mantap  spesifikasinya  ;spesifikasi positif;spesifikasi positif
spesifikasi iphone11 mantap banget bisa dipake buat nyelam dengan aman;spesifikasi  mantap sekali bisa digunakan buat nyelam dengan aman;spesifikasi positif;spesifikasi positif
performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip ini;spesifikasi positif;spesifikasi positif
belum ada yang bisa nandingin processor yang dipunya apple;belum ada  bisa nandingin processor  dipunya ;spesifikasi positif;spesifikasi positif
spesifikasinya ga beda jauh sama produk sebelumnya masih biasa aja cenderung jelek;spesifikasinya tidak beda jauh sama produk sebelumnya masih biasa  cenderung jelek;spesifikasi negatif;spesifikasi negatif
masih bnayak yang kurang nih spesifikasinya, belum terlalu oke;masih bnayak  kurang  spesifikasinya belum terlalu oke;spesifikasi negatif;spesifikasi negatif
wah ancur bgt nih ip11 kameranya auto mulus;wah ancur sekali  ip kameranya auto mulus;kamera positif;kamera positif
suka banget hasil pengambilan kameranya;suka sekali hasil pengambilan kameranya;kamera positif;kamera positif
ip11 ini kameranya aku suka banget, hasilnya bagus;ip ini kameranya aku suka sekali hasilnya bagus;kamera positif;kamera positif
satu satunya alasan gue cinta bgt sama ip11 kameranya waw amazing;satu satunya alasan gue cinta sekali sama ip kameranya waw amazing;kamera positif;kamera positif
hasil fotonya bagus banget sih, mendukung keestetikan gue;hasil fotonya bagus sekali  mendukung keestetikan gue;kamera positif;kamera positif
kameranya oke, dipake buat foto dan video bagus;kameranya oke digunakan buat foto dan video bagus;kamera positif;kamera positif
jelek banget fitur night mode kamera nya banyak noise;jelek sekali fitur night mode kamera  banyak noise;kamera negatif;kamera negatif
kameranya jelek kalo mau ngezoom pecah;kameranya jelek kalau mau ngezoom pecah;kamera negatif;kamera negatif
ga worth it sih kameranya, mendingan beli produk lain;tidak sebanding it  kameranya mendingan beli produk lain;kamera negatif;kamera negatif
kameranya kurang banyak, ga memuaskan;kameranya kurang banyak tidak memuaskan;kamera negatif;kamera negatif
ah iphone 11 kameranya kurang baik dibanding yg lain;ah  kameranya kurang baik dibanding  lain;kamera negatif;kamera negatif
kamera nya ga terlalu bagus sih, kalo dipake buat moto malam hasilnya jelek;kamera  tidak terlalu bagus  kalau digunakan buat moto malam hasilnya jelek;kamera negatif;kamera negatif
the battery is good cukup bertahan; baterai is good cukup bertahan;baterai positif;baterai positif
lumayan kuat sih yang ini baterainya untuk intensitas pemakaian yang cukup tinggi;lumayan kuat   ini baterainya untuk intensitas pemakaian  cukup tinggi;baterai positif;baterai positif
aman sih ini baterainya, apalagi ada teknologi wireless charge;aman  ini baterainya apalagi ada teknologi wireless charge;baterai positif;baterai positif
dibandingkan produk sebelumnya, produk apple yang ini baterai nya cukup tahan;dibandingkan produk sebelumnya produk   ini baterai  cukup tahan;baterai positif;baterai positif
boros banget baterainya, masa kudu ngecas berkali kali sih;boros sekali baterainya masa kudu charge berkali sekali ;baterai negatif;baterai negatif
harus banget bawa powerbank kemana mana ini mah, baterainya ga oke;harus sekali bawa powerbank kemana mana ini mah baterainya tidak oke;baterai negatif;baterai negatif
kenapa sih iphone tuh baterainya ga pernah bertahan lama;kenapa   tuh baterainya tidak pernah bertahan lama;baterai negatif;baterai negatif
ngecharge nya butuh watu lama ini iphone 11;charge  butuh watu lama ini  ;baterai negatif;baterai negatif
butuh waku lama buat ngecharge kalo pake charger bawaan, daya nya masih kecil;butuh waku lama buat charge kalau menggunakan charger bawaan daya  masih kecil;baterai negatif;baterai negatif
